"Ativo","Nome","Código","Ativo Tot| < Mar 2019| personalizado| consolid:sim*","Imobil| < Mar 2019| personalizado| consolid:sim*","Lucro Liquido| < Mar 2019| personalizado| no exercício| consolid:sim*","PasCir| < Mar 2019| personalizado| consolid:sim*","PasNoCir| < Mar 2019| personalizado| consolid:sim*","Receita| < Mar 2019| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Mar 2019| personalizado| no exercício| consolid:sim*","DeprAmor| < Mar 2019| personalizado| no exercício| consolid:sim*","Depr e Amor| < Mar 2019| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Mar 2019| personalizado| consolid:sim*","DpInCP| < Mar 2019| personalizado| consolid:sim*","DivPag| < Mar 2019| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|31Mar19","Dividendos| < Mar 2019| personalizado| no exercício| consolid:sim*","Div Yld (fim)|31Mar19|1 tri","Divid por Ação|31Mar19|1 tri","Patrim Liq| < Mar 2019| personalizado| consolid:sim*","Valor Mercado|da empresa|31Mar19|personalizado","DesFin| < Mar 2019| personalizado| no exercício| consolid:sim*","LucOpe| < Mar 2019| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Mar 2019| personalizado| no exercício| consolid:sim*","EBIT| < Mar 2019| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Mar 2019| de 12 meses| consolid:sim*","EBIT/FinB| < Mar 2019| de 12 meses| consolid:sim*","Fechamento|31Mar19|ajus p/prov ed"
"CAML3<XBSP>","Camil","CAML3",4597691174,1007102102.9,375540048.48,1147824825.7,1202022048.6,4921186385.6,"-",105096953.13,105096953.13,378560850.11,"-",-67359213.082,404230305,"-",0,0,2247844299.8,2810915393.3,225786009.66,"-","-",395845224.19,-23.920157806,1.7531875637,7.0046381551
"QVQP3B<XBSP>","524 Particip","QVQP3B",120344.00354,0,-77143.592016,0,0,0,"-",0,0,108001.02882,"-",0,206262000,"-","-","-",120344.00354,"-",0,-77143.592016,-79200.75447,-79200.75447,-15.666666666,"-","-"
"EALT4<XBSP>","Aco Altona","EALT4",355054925.13,202929818.83,5914342.0546,106186611.53,83910627.908,90408175.518,"-",2400708.5835,"-",5323936.4303,"-",-22628.786991,22500000,"-",0,0,164957685.68,126392061.15,3790321.8211,"-","-",9405346.7386,"-","-",5.3589081921
"AESL3<XBSP>","AES Sul","AESL3",10093388378,11476909.329,174638692.19,1764088804.8,4320785845.7,2061869241.5,"-",0,0,515012677.46,"-",-27560833.974,1125427,"-","-",0,4008513728.1,"-",72244459.633,"-","-",300297374.93,-4.4512745911,2.2384069344,"-"
"TIET11<XBSP>","AES Tiete E","TIET11",8032679376.8,5753855611.5,63786436.204,2082725783,4326377213.3,515329480.48,"-",78835608.135,298017010.35,10785702.745,"-",-3085.7436806,1967385000,"-",0,0,1623576380.5,4504082980.4,111829408.14,"-","-",194715569.16,-2.3485284812,1.7779548382,11.369511352
"AFLT3<XBSP>","Afluente T","AFLT3",219011686.32,0,6620977.3575,3161858.6914,7879960.7792,9099858.1142,"-",0,0,39410089.708,"-",0,63085000,"-",0,0,207969866.84,346502169.37,54514.805025,"-","-",6608634.3827,16.241293532,110.66101694,5.4926237515
"ALEF3B<XBSP>","Alef S/A","ALEF3B",146920.48529,0,-77224.849933,240.68800709,0,0,"-",0,0,144071.31529,"-",0,98674000,"-","-","-",146679.79728,"-",0,-77224.849933,-78688.521019,-78688.521019,-40.414029085,"-","-"
"BRGE3<XBSP>","Alfa Consorc","BRGE3",3242714433.1,1996476.1614,13714073.498,1373136394.8,113886570.6,6748521.4296,"-",343546.12978,1400927.631,2710311.5328,"-",-2940713.7277,73646388,"-","-",0.0013781883223,1191359348.9,404135095.95,23244907.146,"-","-",5776512.1702,0.17923128793,0.1948240866,"-"
"RPAD3<XBSP>","Alfa Holding","RPAD3",1001202451.7,6171.4873613,11255764.365,2763797.7566,428918.37161,83315.079378,"-",0,0,7200.0685882,"-",-4677987.4199,84682269,"-",0,0,998009735.66,427599534.08,0,"-","-",11081934.138,51.126070991,"-","-"
"ALSO3<XBSP>","Alianscsonae","ALSO3",5719440312.2,3417975.4169,29995485.738,83125820.432,1586357168.9,97114525.117,"-",445375.67124,1902875.2697,346814960.92,"-",0,76423831,"-",0,0,2875670365.2,2256052982.4,"-","-","-",72704235.441,-10.607033495,"-",29.520281212
