"Ativo","Nome","Código","Ativo Tot| < Set 2017| personalizado| consolid:sim*","Imobil| < Set 2017| personalizado| consolid:sim*","Lucro Liquido| < Set 2017| personalizado| no exercício| consolid:sim*","PasCir| < Set 2017| personalizado| consolid:sim*","PasNoCir| < Set 2017| personalizado| consolid:sim*","Receita| < Set 2017| personalizado| no exercício| consolid:sim*","DeprecAmorExaus| < Set 2017| personalizado| no exercício| consolid:sim*","DeprAmor| < Set 2017| personalizado| no exercício| consolid:sim*","Depr e Amor| < Set 2017| personalizado| de 12 meses| consolid:sim*","CaixaEEqCx| < Set 2017| personalizado| consolid:sim*","DpInCP| < Set 2017| personalizado| consolid:sim*","DivPag| < Set 2017| personalizado| no exercício| consolid:sim*","Qtd Ações|Outstanding|da empresa|30Set17","Dividendos| < Set 2017| personalizado| no exercício| consolid:sim*","Div Yld (fim)|30Set17|1 tri","Divid por Ação|30Set17|1 tri","Patrim Liq| < Set 2017| personalizado| consolid:sim*","Valor Mercado|da empresa|30Set17|personalizado","DesFin| < Set 2017| personalizado| no exercício| consolid:sim*","LucOpe| < Set 2017| personalizado| no exercício| consolid:sim*","LucOp(Ant)| < Set 2017| personalizado| no exercício| consolid:sim*","EBIT| < Set 2017| personalizado| no exercício| consolid:sim*","EBIT/FinL| < Set 2017| de 12 meses| consolid:sim*","EBIT/FinB| < Set 2017| de 12 meses| consolid:sim*","Fechamento|30Set17|ajus p/prov ed"
"CEDO4<XBSP>","Cedro","CEDO4",625694816.86,317122919.01,27859566.592,274297695.9,235645546.41,527848346.59,"-",14789267.742,19676661.135,18059581.411,"-",0,10000000,"-",0,0,92360888.845,52540159.525,59730060.602,"-","-",43058582.178,0.24239757796,-0.21208325178,4.9301211084
"CEED3<XBSP>","Ceee-D","CEED3",3689172375.6,198142662.93,-83504200.169,2355564755.6,2771263802.8,2198786904.3,"-",101572546.24,136959859.97,26937086.154,"-",0,9680746,"-",0,0,-1437656182.7,371805885.11,239780274.65,"-","-",-269366479.21,2.3067816315,-1.2180238432,"-"
"EEEL3<XBSP>","Ceee-Gt","EEEL3",4939337148.1,502642280.74,260475827.48,507015845.95,1748094953.1,767109315.15,"-",20134614.607,28324093.559,170043163.78,"-",0,9680746,"-",0,0,2664218822.1,1691728775.4,49166454.441,"-","-",250011919.32,9.8151511117,5.0156889959,"-"
"CEGR3<XBSP>","Ceg","CEGR3",3470047117.3,0,248185583.35,1240007627.5,741130863.66,2984304196.1,"-",0,"-",167289965.03,"-",-84481459.731,259638000,"-","-",0,1488908626.1,"-",109469504.67,"-","-",465209514.54,-5.362363197,4.0470629461,"-"
"CLSC4<XBSP>","Celesc","CLSC4",10006014942,167051128.06,67422145.114,5091210076.7,2573125522.2,5612019305.9,"-",178748662.07,238545553.2,1057395941.6,"-",-1342088.524,38571000,"-",0,0,2341679343.4,969870720.9,415855715.5,"-","-",297795748.69,-1.6306553858,0.72082050373,23.544067249
"GPAR3<XBSP>","Celgpar","GPAR3",1848845812.5,12108377.442,119369187.85,29485410.976,3782283738.5,193559841.46,"-","-","-",479865.12122,"-",0,32774000,"-","-",0,-1962923337,"-",5200729.9781,"-","-",107267383.91,26.753653691,316.65065763,"-"
"CEPE5<XBSP>","Celpe","CEPE5",7314762622.7,0,-3801671.1658,2131217951.1,3498053491.9,4272256703.5,"-",169339799.83,223872417.2,844436621.36,"-",-8764.6597483,74612000,"-",1.823660355,0.34320015182,1685491179.6,1402883724.2,521331822.07,4001067.1751,250200359.5,250200359.5,-1.184667775,0.52586333873,"-"
"MAPT4<XBSP>","Cemepe","MAPT4",846885.24818,0,-135852.2261,15338.154559,6551583.1618,0,"-",0,0,0,0,0,918895,"-","-",0,-5720036.0682,"-",0,"-","-",-135852.2261,87,-87,"-"
"CMIG4<XBSP>","Cemig","CMIG4",45830487993,3064553420.8,434672344.39,13530363508,17742893439,16602216796,"-",675736641.69,931110341.61,638047509.19,"-",-294408207.69,1258281000,"-",0,0,14552741348,11010053475,1393527216.4,"-","-",1450180881.5,-1.0944359021,0.65007670083,8.4749784768
"CNTO3<XBSP>","Centauro","CNTO3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"CESP6<XBSP>","Cesp","CESP6",12172540229,7295863825.1,-72815697.606,859910628.15,3580487308,1185802589.2,"-",253432327.79,345296917.77,1290596.1479,"-",-169622460.11,327503000,"-",0,0,7732142293.4,5042207203.1,99336462.422,"-","-",-39622835.557,-63.996882306,-0.67825900196,15.809255021
"HGTX3<XBSP>","Cia Hering","HGTX3",1703260431.7,331486005.18,194755121.94,355442011.43,45774531.118,1216045047.7,"-",48827919.458,64906687.766,223514161.74,"-",-183987737.44,161844000,"-",2.1809496744,0.67978720987,1302043889.2,5044567625.1,26296170.41,"-","-",147756825.2,3.0848262943,5.2235134667,31.16932123
"CIEL3<XBSP>","Cielo","CIEL3",85107678237,541466436.68,3301154315.1,57920783942,11344630469,9381592096.6,"-",781729863.19,1043483139.8,5717557860.7,"-",-2262536657,2711049253,"-",1.6825111479,0.40516387173,11842615429,65284513164,832209921.01,4933510840.6,3490549847.6,3490549847.6,2.5477580788,4.2109567099,24.080902658
"CMSA3<XBSP>","Cims","CMSA3",224581.25906,0,-143502.67848,276.08678207,0,0,"-",0,0,1258.8242564,"-",0,21023873,"-","-","-",224305.17228,"-",4064.6109583,"-","-",-145790.25467,-27.33356546,-50.738107549,"-"
"CNSY3<XBSP>","Cinesystem","CNSY3",117186787.58,95726518.188,3581459.0896,22949165.968,58117363.208,90981550.517,"-","-","-",2714853.357,"-",0,19417644,"-","-","-",36116971.658,"-",4089809.3551,"-","-",7676746.357,-1.5691717445,0.79128257653,"-"
"CBMA3<XBSP>","Cobrasma","CBMA3",174044230.95,169783510.73,-724563465.57,5795631.2586,9586317019,0,"-","-","-",0,"-","-",102584864,"-","-",0,-9190776689.2,"-",732413313.95,"-","-",-9866815.7116,0.019447137813,-0.019447137813,"-"
"CEEB3<XBSP>","Coelba","CEEB3",14296749739,0,136495333.01,4806359730.4,6130028226.4,6635996695.5,"-",321840497.12,423005486.68,1533617155.5,"-",-4437108.9976,204011011.99,"-",2.6105131808,0.65456304834,3360361782.8,5095622474.4,1314805233.7,143404076.05,556859370.36,556859370.36,-1.32399022,0.35227477943,"-"
"COCE5<XBSP>","Coelce","COCE5",5769590358.9,56906744.581,359958002.37,1957666732.3,1002346209.3,3585457965.7,"-",152933452.37,201043765.31,89608785.684,"-",0,77855299,"-",0,0,2809577417.3,4658042334.9,131861019.16,"-","-",509473237.43,-7.9057254425,3.6749665549,59.139541652
"COGN3<XBSP>","Cogna ON","COGN3",20236765621,2004344023.4,1634235449.4,1373705938.4,2383289565.5,4610275667,"-",340794073.83,450444349.61,1108055674.9,"-",-571023060.51,1637286349,"-",0.63944723061,0.14046371867,16479770117,35965333510,80595428.716,"-","-",1486189390.5,10.638601311,20.98849449,21.966428494
"CGAS5<XBSP>","Comgas","CGAS5",9616086185.8,0,501669403.51,3228806431.2,3407941833.9,4427264093.5,"-",315930925.29,431784389.01,2345708895.7,"-",-461862510.1,130038000,"-",0,0,2979337920.8,7338786861.8,566664833.45,"-","-",936732870.84,-5.1487522824,1.6357894346,60.42985664
"CRTE3B<XBSP>","Conc Rio Ter","CRTE3B",274511334.48,8544447.6721,39915356.076,44211134.935,32981414.633,195018061.73,"-",34696001.196,45444760.795,41077769.075,"-",-34442921.646,86466,"-","-","-",197318784.91,"-",26815476.5,"-","-",83585273.272,-3.0104750382,2.6316624454,"-"
"CALI4<XBSP>","Const A Lind","CALI4",49291350.842,14242.572091,2551611.5692,6958044.2577,17095468.839,12181781.467,"-",9860.2422168,14242.572091,201587.17421,"-",-1092295.7211,372119,"-","-",0,25237837.745,"-",264035.37492,"-","-",1817571.3153,8.6631823461,18.835858586,"-"
"CSMG3<XBSP>","Copasa","CSMG3",12025932670,1957197823,448803167.07,1417596067.7,3773664791.2,3452602157.6,"-",462904409.02,633367180.89,685083055.73,"-",-120681695.65,126394000,"-",0.72108860105,0.33812514866,6834671811.5,5926732162.6,276977490.62,"-","-",766007159.19,-4.8755447288,2.6406040335,46.890929653
"CPLE6<XBSP>","Copel","CPLE6",36764271361,10585296503,1051186180.1,8398993761.3,11145038351,11080621388,"-",601903147.97,794931631.94,1430173354.4,"-",-223318052.47,273655375,"-",0,0,16937023511,7680348645.2,1166339566.7,"-","-",1974111425.2,-2.2350051537,1.2875496799,30.928293087
"CORR4<XBSP>","Cor Ribeiro","CORR4",17774729.97,381262.69905,-1081339.8964,287042.60676,13634523.821,5779197.5215,"-","-","-",64639.365644,"-","-",23153,"-","-",0,3853163.5418,"-",104080.33451,"-","-",-1023274.0256,-1.4447674419,-7.5877862595,"-"
"CSAN3<XBSP>","Cosan","CSAN3",30300670045,418856515.88,689084122.91,4632775644.1,13271494900,6064906804.4,"-",493727526.19,671944830.77,4076109096.3,"-",-919882812.48,405753414,"-",0,0,10338585574,16092215035,1262659890.6,"-","-",1507841386.8,-2.8279815531,1.2287452559,39.660085361
"RLOG3<XBSP>","Cosan Log","RLOG3",26453826918,11992000290,-66829434.998,3527563005.7,16918962834,4770414765.2,"-",978289409.46,1491244408,208159573.44,"-",-2266760.1274,368046576,"-",0,0,1632079343.1,3608867117.6,1577912650.3,"-","-",1239100485.2,-0.59968648305,0.52103866049,9.8054630934
"CSRN3<XBSP>","Cosern","CSRN3",2827145082.1,0,135279236.47,835436411.38,1117230082.5,1727884743.3,"-",60711702.494,77996707.1,182608399.11,"-",-195817836.93,168074000,"-",3.1872855404,0.64284440665,874478588.23,3458402081.4,240691799.26,153979733.62,212939599.75,212939599.75,-3.944703531,0.74491933549,"-"
"CTNM4<XBSP>","Coteminas","CTNM4",3585988227.6,956600163.33,-2082702.2727,1156731308.4,1002287047.8,2098856636.2,"-",69959514.111,94297878.65,140831648.42,"-",0,30636000,"-",0,0,778477078.84,194203690.56,198576513.59,"-","-",169776937.24,-0.56900068912,0.44265822156,6.4091574409
"CPFE3<XBSP>","CPFL Energia","CPFE3",45788200700,10781789219,790104495.58,13483838503,20148918531,21128608095,"-",1251486045,1639975206,4198441834.7,"-",-273570229.14,1017917746,"-",0,0,9515718780.3,30356093421,2088839725.7,"-","-",2579961956.8,-1.7319334799,1.223829905,29.821754794
"CPFG3<XBSP>","CPFL Geracao","CPFG3",18817896486,10570098583,441160383.77,3280206778.3,10379869312,2441127555.2,"-",604330958.72,800816005.38,1626581710.3,"-",-661369173.2,2.0549202E11,"-","-",0,2601032198.8,"-",929174447.39,"-","-",1337837664,-1.8252284434,1.3912965913,"-"
"CPFP4<XBSP>","CPFL Piratininga","CPFP4",4175446654.3,0,96310463.644,1838688667.4,1895123215.9,3176965659.9,"-",78907136.131,104716867.92,640011888.56,"-",-65642919.185,53096771000,"-","-",0,441634770.98,"-",199250296.81,"-","-",253797156.75,-1.4431355222,0.98856181533,"-"
