"Código","year","Quarter","NOME","kz","kz_quintile","kz_dum","SETOR_NUM","CLASSE","SETOR_ECONOMATICA","SETOR_NAICS","SEGMENTO_LIST_BOVESPA","SETOR_ECON_BOVESPA","SEGMENTO_BOVESPA","SUBSETOR_BOVESPA","ID_CVM","PU","AT","K","LL","D_CP","D_LP","V","DEP","CAIXA","PL","DESP_FIN","EBIT","V_MERC","QTD_ACOES","DIV_PAGOS","INV_AT","FC_AT","D_AT","CV","TAM","INV_K","FC_K","D_K","ALAVANC","CAIXA_AT","CAIXA_K","DIVIDENDOS_AT","DIVIDENDOS_K","QTB","COB_JUROS","ROA","LN_PU","DIV_PL","ROE","ROK","INV_AT_L1"
"ALUP11",2018,76,"Alupar",0.293748982520464,0,0,6,"UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",2149,165.088276545207,15250468171,4472306720.9,403797693.56,1596299153.4,7116430970.9,1965911512.1,106237438.01,3106585782.4,4518837282.1,380541809.7,1245661942.1,6283011996.8,879111269,530259001.12,0.228193974956968,0.0410755964070566,0.701678304174294,0.179912690600916,23.4478760392663,0.0256680878723521,0.116970232766113,1.99815661233098,0.658480575784674,0.250188380963026,0.712456926166377,0.0427043224535696,0.121608326462548,0.98329716523822,3.2733904931025,0.0264777244234281,5.10648034019899,1.92809113946475,0.0893587594223677,0.0926059937493746,0.0884827186974802
"ABEV3",2007,32,"Ambev S/A",0.0489097367696971,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,113.58053334554,69165132072,10905035335,5490994894.3,16544891504,17987149472,38307061338,5751118530.5,4500228004.7,33962725029,2680425108.2,11266885619,153265393510,620833000,3806852222.6,-0.0472199513688671,0.154865046226578,0.475694019440252,0.0679102477712063,24.9597627007921,-0.0645012259988259,0.964415336860762,2.96236380758195,0.504155908401515,0.0619926157692547,0.386056317269384,0.0524410600706236,0.326574419765137,2.71520387310915,4.2033950452606,0.0793896394007308,4.73251213020812,1.01676296429435,0.161677100103462,0.471050192306814,0.0318427607212547
"ABEV3",2008,36,"Ambev S/A",-1.0796249289481,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,174.038621902466,68611108483,12670587133,5632241380.8,19659635003,16892972356,38474160790,6024367491.1,6072934531.6,31807597187,3410508219.3,10654915041,104032700990,614051084,5363815607.5,-0.00801015732064631,0.16853302412212,0.528483157105074,0.00436210573621423,24.9517202898079,0.161902437155193,1.06891986259667,3.35190178079327,0.5347059389561,0.0878034111939258,0.556892696359154,0.0775508619273124,0.491865953912565,2.04901671839092,3.12414290066918,0.0820893512046307,5.15927723954065,1.14917851682111,0.177072205350423,0.516480800637406,-0.0472199513688671
"ABEV3",2009,40,"Ambev S/A",-1.71059966087719,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,131.44704469045,70770933375,11639091375,10564279348,14986318090,16436072426,40933236823,2429245098.6,7135034554.9,38856757350,2379800236.9,16973859640,173331140540,616445000,6283609460.6,0.0314792304009364,0.189379310929213,0.457978178909405,0.0639150011983926,24.9827142077983,-0.0814086787907021,1.02548716252927,2.47994747095513,0.447108302677666,0.103992410451551,0.563117910796502,0.0915829754034204,0.495920938362407,2.89318681118779,7.13247245580186,0.149274269028249,4.87860406853784,0.808672484761521,0.271877533496757,0.833763995078475,-0.00801015732064631
"ABEV3",2010,44,"Ambev S/A",-2.64687900755689,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,92.7765544255574,71117012001,11718274187,12599915309,17588090922,12595281188,42047541961,2611516368.4,9847032419.2,40595405706,1840202655.2,16701988980,240537839110,3102980000,8382995087.4,0.00489012380501192,0.214938972145498,0.426493910290328,0.0272225024084556,24.9875924137852,0.0068031781389808,1.30692604665628,2.59327563789317,0.426446641795175,0.139139501905714,0.846031026128962,0.118452515568508,0.720244804109548,3.80670114790809,9.07616828657644,0.177171607108899,4.53019396159539,0.743516946932221,0.31037786394478,1.08255145552545,0.0314792304009364
"ABEV3",2011,48,"Ambev S/A",-2.57701376459936,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,133.884857654572,72189861878,14496373365,13519695110,22542660799,9235318271.9,42442540082,2276091819.3,12636109156,40071542587,1930291134.9,18321378132,258533403416.801,3116840000,8392751779.59,0.0150856995648933,0.22210982273943,0.446840751274156,0.00939408352018221,25.0025654557836,0.237074089039661,1.34796188220476,2.71183098840218,0.44228518628427,0.177680540850371,1.07832509756584,0.118013279009416,0.716210565281084,4.02149796294559,9.49151027052153,0.187279692165752,4.89698015933123,0.793031089379858,0.337388935817661,1.15372749384875,0.00489012380501192
"ABEV3",2012,52,"Ambev S/A",-2.38695586038478,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,117.530190149943,80063937432,16870678896,13588431441.44,22941134488,12886672394,47646859962,2614552542.2,13195475705,42669033424,2179639121.6,20489831178,258533403416.801,3127027000,8056853900.2,0.109074534140363,0.224449577296918,0.496299701231574,0.122620367912597,25.1060913703157,0.163786174046297,1.11772672900109,2.47150138727128,0.456423554659454,0.182788488046981,0.910260474999845,0.111606445705853,0.555784105261282,3.67657674279145,9.40056130161543,0.169719749955852,4.76669523802776,0.839667646697803,0.318461196587522,0.937367650466832,0.0150856995648933
"ABEV3",2013,56,"Ambev S/A",-2.57728046234917,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,137.888738632202,95854449004,19454172462,13308806053,23980469545,10462889729,48561445259,2920278385.5,15752642986,59793900531,3483775205.4,20925376273.42,258533403416.801,15662590670,8392751779.59,0.197223769882804,0.202701552771917,0.43019816884791,0.0191950801737914,25.286096721678,0.153135127633337,0.961969849497158,2.04161074289467,0.365496188506242,0.196750790571336,0.93372905044947,0.104825618734004,0.497475639915114,3.05647537214026,6.00652310774381,0.138843905434631,4.92644711817385,0.576034661865602,0.222577987634376,0.788871991165423,0.109074534140363
"ABEV3",2014,60,"Ambev S/A",-1.64786299184303,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,148.63472366333,94632979945,20646832011,13588431441.44,28628396939,8754212708.5,49950701868,3138343630,12752804604,55383668760,3474304651.7,20783151757,258533403416.801,15710945854,8392751779.59,-0.0127429563436229,0.174501812333635,0.389993474856238,0.0286082220492094,25.27327187746,0.0613061054809518,0.859803988276169,1.92157285130065,0.402976278549056,0.13304342924623,0.655530561832438,0.0875572481694592,0.431411400098546,3.12698610184615,5.98196008713015,0.143590864932474,5.0014917770144,0.674975321867789,0.245350872299996,0.698484166724769,0.197223769882804
"ABEV3",2015,64,"Ambev S/A",-1.6711160622722,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,249.816769917806,106879780520,22685448338,13588431441.44,35725167297,11497568243,55374217734,3644138773.7,16143054037,57284506328,4222305731.2,20925376273.42,258533403416.801,15679851000,8392751779.59,0.129413662996957,0.182098991547719,0.499009283734334,0.108577370550913,25.3949704932147,0.0987374879552411,0.834635076507574,2.28716616257841,0.451860892086748,0.170585920958869,0.781865907002075,0.0886873876788812,0.406491018821609,2.86074819268164,4.955912149799,0.127137531302258,5.52072772881606,0.824354412161846,0.237209540807339,0.658136387906896,-0.0127429563436229
"ABEV3",2016,68,"Ambev S/A",-1.03307578832512,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,308.932376861572,93492681040,21358697438,13588431441.44,32085880058,9385345587.9,50852022686,3916283516,8783579151.3,49985007592,5127237468.4,19068855748,258533403416.801,15699593000,8392751779.59,-0.125253807734896,0.163779480761232,0.388017503817194,-0.0816660755321759,25.2611489925301,-0.0584846673617458,0.771627463413106,1.82809812828042,0.453454337420865,0.0821818599230409,0.387190018042834,0.0785251591906057,0.369961909261958,3.2088568401878,3.71912864686383,0.14534219460052,5.73312240783948,0.829673288927086,0.271850142593853,0.598993294687426,0.129413662996957
"ABEV3",2017,72,"Ambev S/A",-1.47799668177278,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,346.490038553874,94077029571,20388118156,7941899526.9,31075012053,11027566262,51883919488,3912564848.7,11215899071,49836193794,4623364709.1,17789952081,258533403416.801,15707817000,8392751779.59,0.00625020616052279,0.126795640511455,0.450330206029569,0.0202921486205521,25.2673797471608,-0.0454418760702705,0.555018133011675,1.97121469776962,0.457941490289694,0.119965530416241,0.52512093041055,0.0897690780308165,0.392943053009317,3.19563641733512,3.8478366298866,0.0844191144545677,5.84785406945444,0.844819299183095,0.159360073919934,0.371834450577042,-0.125253807734896
"ABEV3",2018,76,"Ambev S/A",-1.77503648081357,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,165.088276545207,98275412291,20982913032,11510668543,25922855756,12268323397,52445636889,4200398517.5,11968832634,58824233860,4763364433.4,17739431386,252434305130,15720176000,8392751779.59,0.044627075696852,0.167002159104554,0.405956473404351,0.0108264257315779,25.3110397035241,0.0291736035395184,0.77059917645594,1.87320766246201,0.393660944863291,0.127223751521269,0.587049405071145,0.08921148783993,0.411649163271114,2.95725530433226,3.72413902694779,0.117126637015942,5.10648034019899,0.64924227052228,0.195679021853392,0.56457729227023,0.00625020616052279
"ABEV3",2019,80,"Ambev S/A",-1.43271430715775,0,0,2,"ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas",2326,158.080664316813,101842599740,22598412159,11791503305,25035530945,14189791095,52651229655,4679807318.3,11912322530,61338045940,4753084021.5,16068295262,258533403416.801,15730209000,7879047861.9,0.0362978629734701,0.167603576920414,0.399136682569708,0.00392011191388775,25.3466943185602,0.0769911748924605,0.784986841349455,1.86939353845576,0.390055771081584,0.121213661202731,0.567715384028572,0.0801731346450078,0.375498285194437,2.92371489157746,3.38060408554046,0.11578164083697,5.06310543639972,0.639494157971215,0.192238000482348,0.561957402531163,0.044627075696852
"CBEE3",2007,32,"Ampla Energ",2.36590320756114,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",305,113.58053334554,9375480046.3,4875760899.1,298941075.68,2190249166.1,4100819752.9,4146303030,258109652.5,905161860.34,3084411127.2,645198095.08,960313428.84,8794642290.9,987604562736.3,0,0.0474928203170368,0.0622375212191088,0.702881291648935,-0.0774482778670258,22.9613636124306,0.0466337218636882,0.119576839177969,1.3504445795136,0.671012992188048,0.101130880258782,0.194302580947229,0,0,1.60906013723036,1.48840090533889,0.0318854153817944,4.73251213020812,2.03963371274405,0.0969199835403836,0.064170868328397,0.0285112996465416
