"Código","year","Quarter","NOME","kz","kz_quintile","kz_dum","SETOR_NUM","CLASSE","SETOR_ECONOMATICA","SETOR_NAICS","SEGMENTO_LIST_BOVESPA","SETOR_ECON_BOVESPA","SEGMENTO_BOVESPA","SUBSETOR_BOVESPA","ID_CVM","PU","AT","K","LL","D_CP","D_LP","V","DEP","CAIXA","PL","DESP_FIN","EBIT","V_MERC","QTD_ACOES","DIV_PAGOS","INV_AT","FC_AT","D_AT","CV","TAM","INV_K","FC_K","D_K","ALAVANC","CAIXA_AT","CAIXA_K","DIVIDENDOS_AT","DIVIDENDOS_K","QTB","COB_JUROS","ROA","LN_PU","DIV_PL","ROE","ROK","INV_AT_L1"
"EKTR4",2008,36,"Elektro",-1.80626451606679,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1748,174.038621902466,5439911702.9,2831122313.2,721246877.36,1851009538.3,1558313131.2,4625258598.9,228879220.13,377424556.7,2030589033.4,322033241.29,1159872679.7,4363857469.7,193759265,515603696.43,0.045023611192102,0.182522117952309,0.654941271546863,0.0515435076262735,22.417028666598,0.0555818112761104,0.354253796189958,1.27116337641654,0.62672389841962,0.072504407191931,0.140722460249751,0.0990490409063134,0.192242447894475,1.42891660080735,3.60171724836164,0.132584298560491,5.15927723954065,1.67898211475685,0.355190964541136,0.268916352229366,-0.218772691126844
"EKTR4",2009,40,"Elektro",-3.65806062715426,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1748,131.44704469045,5721128935.1,2943246117,856936616,1975749046.5,1755884686.9,4698553709,235885363.08,492729686,1989495201.7,40165456.968,1091920157.9,6521080200.1,193759265,814134523.3,0.0516951832233021,0.200889653870194,0.685973217434886,0.0158467053317693,22.4674319891402,0.0396040126126756,0.386003096363855,1.31807577369632,0.652254786726769,0.0905767800858472,0.174040409240769,0.149659510625143,0.287566001477269,1.79207880993523,27.1855529683115,0.149784531291117,4.87860406853784,1.87566862700215,0.430730677444086,0.302684420240187,0.045023611192102
"EKTR4",2010,44,"Elektro",-2.44808841739894,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1748,92.7765544255574,5402688663.4,31892284.666,750529321.83,1737933718.1,1385075640.9,5613693644.4,242703968.95,372191077.18,2279679304.4,281644916.77,1194353479.8,8233207258.5,193759265,668104954.38,-0.0556603906872857,0.173607919354231,0.545872920262269,0.194770559639888,22.4101625672349,-0.989164248113064,0.337461853782172,1.06107652396505,0.57804725638857,0.065055530368587,0.126455981723801,0.116778517309945,0.226995952027616,2.10195651184411,4.2406356681216,0.138917744217687,4.53019396159539,1.3699336362673,0.329225834695874,0.255000530704854,0.0516951832233021
"EKTR4",2011,48,"Elektro",-3.28356038898597,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1748,133.884857654572,5349087468.7,32061840.26,770466736.79,1093328779.8,2114374475.5,5576389832,250691610.35,446675319.74,2141384213.4,271253620.15,1212413826.9,7578907138.5,193759265,746281106.94,-0.00992120739125984,0.189009289774134,0.593723506044367,-0.00664514573879756,22.4001918167081,0.00531650823312642,32.0189775625779,100.579287087566,0.599672986106465,0.0826764871287068,14.0057485507207,0.138131429263287,23.4000516035655,2.01653281179593,4.46966874111966,0.144037042074627,4.89698015933123,1.4979578327081,0.359798457450419,24.158405233708,-0.0556603906872857
"EKTR4",2012,52,"Elektro",-2.41142552209839,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1748,117.530190149943,6739115019.5,23108655.983,528750943.32,1715375697.5,2161216650.4,5276825819.1,206901707.48,862062853.07,2862522671.6,253603899.13,824419633.01,7441521931.6,193759265,589996568.79,0.259862557666835,0.137528626163742,0.724720313620547,-0.0537200629663582,22.6311944505049,-0.279247360862498,22.9448043167314,120.909851601263,0.575237599697122,0.16116073220233,26.887503838808,0.110298545731836,18.4018310865978,1.67946596055275,3.25081607908321,0.0784599968675457,4.76669523802776,1.35425734313335,0.184715023767639,16.4915968338743,-0.00992120739125984
"EKTR4",2013,56,"Elektro",-0.426035839725873,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1748,137.888738632202,6422556171.6,15603526.646,451808565.56,1128023732.2,2429319330.7,4954121804.1,205239624.76,652712869.3,2865213108.7,243449352.1,697990872.78,4639898194.6,193759265,393806548.4,-0.0469733558462824,0.0974976964213839,0.527865016787313,-0.0611549492181342,22.5830820329747,-0.324775674644219,28.4329902528023,153.939851175983,0.553882748216399,0.0968543892501225,28.2453843174684,0.0584359440758169,17.0415167671242,1.27632067956797,2.86708864393811,0.0703471567220944,4.92644711817385,1.24156316753487,0.15768759544905,19.5514860705173,0.259862557666835
"EKTR4",2014,60,"Elektro",-0.093710360674041,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1748,148.63472366333,7610693311.9,23531267.765,575892328.83,1380456005.9,3317839232.8,6247565364.9,199166425.66,759034563.23,2912398073.3,331931362.63,983995004.68,3382888079.7,193759265,335330075.75,0.184994433455303,0.120677613987596,0.731530423895001,0.261084327746959,22.7528201100447,0.508073674551791,49.6720242848874,301.104701859462,0.617328152126701,0.118182627438338,48.6450646991769,0.0522113106978809,21.4906593462935,1.06181959871702,2.96445324383779,0.0756688392540455,5.0014917770144,1.61320503600541,0.197738191804757,36.9078312804132,-0.0469733558462824
"EKTR4",2015,64,"Elektro",-0.795355889611348,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1748,249.816769917806,8171063415.4,15993523.951,439933320.5,2623401353.9,3221708963,6612106105.7,192250596.75,930580358.42,2325953098.5,468553123.59,793195347.65,5167118906.6,193759265,614358024.24,0.0736293108308295,0.0830652203868896,0.768012857351727,0.0583492479883538,22.8238648983518,-0.320328844551738,26.8656973165848,248.397594862862,0.715342669582483,0.122272744450884,39.5465458008229,0.0807230036821213,26.1081566184796,1.34771065449636,1.69286108173312,0.0538403997294719,5.52072772881606,2.51299577823366,0.189141096948048,18.6956914048783,0.184994433455303
"EKTR4",2016,68,"Elektro",0.849914931856853,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1748,308.932376861572,7444644759.6,10700627.311,392171969.34,2434882248,2781438277.3,5302341481,192235498.42,1002835895,2228324234.3,387100434.01,667074162.68,4332067396.9,193759265,307007420.61,-0.0889013606761292,0.0715215924843476,0.638389431107437,-0.198085844927823,22.7307607866451,-0.330939988974041,36.5402565157293,326.152043869847,0.700680918128896,0.122730156898545,62.7026225159901,0.0375725171868552,19.1957333199732,1.28258476133293,1.72325862766345,0.0526783993063319,5.73312240783948,2.34091630158958,0.17599412298417,24.5206729012013,0.0736293108308295
"EKTR4",2017,72,"Elektro",-0.205727463255849,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1748,346.490038553874,6990376305.1,8943883.0603,405572655.3,2561932354.2,2229246334.2,6294941466.1,192044894.16,543251262.11,2199197616.7,305812126.54,753548956.73,4785211668,193759265,485649492.29,-0.0610194937662019,0.0802748242203715,0.643573849809514,0.18720031304223,22.6678002265213,-0.1641720807241,55.8488331656652,447.747459018106,0.685396390592661,0.0729720866008372,50.768169596146,0.0652347436274574,45.3851422141171,1.36993917615183,2.46409115706351,0.0580187156740195,5.84785406945444,2.17860307414728,0.184418467999516,37.9017644024552,-0.0889013606761292
"EKTR4",2018,76,"Elektro",2.28810971533462,1,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1748,165.088276545207,8199952189.1,14733041.982,432596609.09,1694332194.6,4110676369.6,6524840501.3,202567581.34,949345188.32,2394943625,1717607916,766863657.7,3924631116.5,193759265,0,0.173034444957924,0.0908626607077791,0.830428622270995,0.0365212347784439,22.8273941606021,0.647275784205727,71.0166027605346,649.047905150639,0.707932001340894,0.135807451113523,106.144633367798,0,0,1.18654834276148,0.446471893006809,0.052755991634322,5.10648034019899,2.42386021265949,0.180629140733949,48.3678740177412,-0.0610194937662019
"ELET3",2012,52,"Eletrobras",0.84839703252347,0,0,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",243,117.530190149943,254555295150,70081525798,-2539196269.088,37984878180.91,109490175030,58449970369,2624284136.5,11735711427,99169639649,5474015150,-821540511.5974,14286723496,1352634100,7439717373.9,-0.00273378940651374,0.000333347043719691,0.577760079145291,0.129950801329285,26.2627839190819,-0.158282187762395,0.00102195225903651,1.77125680034572,0.597925102303634,0.0459767629525304,0.140952372753109,0.0291464326011518,0.0893551126394557,0.635468127314302,-0.150080058071706,-0.0099750282844902,4.76669523802776,1.48709881101597,-0.0256045729123874,-0.0304971489150945,0.0427492434577428
"ELET3",2013,56,"Eletrobras",1.00716420861094,0,0,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",243,137.888738632202,193156838000,41927431222,-2539196269.088,35868834044,72579086064,39342269244,2094437416.1,6249483903,84436462649,4810398793.5,-821540511.5974,12587550735,1352634100,5847950266,-0.24119889988468,-0.00174719937656736,0.426028930351245,-0.326906942884168,25.9867683279689,-0.401733470489072,-0.00634630664677528,1.54745375294176,0.562243135280813,0.0245505947904852,0.0891744840289757,0.0229732021977937,0.0834449621267648,0.626617582355536,-0.170784283562414,-0.013145774673988,4.92644711817385,1.28437308605424,-0.0300722719714511,-0.0362320346221752,-0.00273378940651374
"ELET3",2014,60,"Eletrobras",1.85256167306011,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",243,148.63472366333,189718891210,40884553930,-2539196269.088,25295565853,89852988352,39673323931,2331346679,4132765639.9,74165076866,5917419277.7,-821540511.5974,11119625708,1352634100,1069057277.9,-0.0177987319817277,-0.00107606643513185,0.596140190517097,0.00841473289064251,25.9688092935891,-0.0248733886528394,-0.00495736523870173,2.74637751106917,0.608242277925644,0.0213959064700572,0.09856949303709,0.0055346592384164,0.0254978005268076,0.665554068483531,-0.138834257476634,-0.0133839927742217,5.0014917770144,1.55259805653607,-0.0342370880795522,-0.060561694219789,-0.24119889988468
"ELET3",2015,64,"Eletrobras",2.45858899732595,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",243,249.816769917806,177364563290,35019636468,-2539196269.088,33304603035,94589288347,38625341715,2183908939.8,2419540222,49888812367,10059739414,-821540511.5974,10707512118,1352634100,27326714.705,-0.0651191235685907,-0.0018727040149878,0.67412312272284,-0.0264152864484623,25.9014731308928,-0.143450689765175,-0.00869001359037208,3.12817137740996,0.719383205930793,0.0127532909694365,0.0591798121643344,0.000144037921214456,0.000668387253332569,0.781449241770915,-0.0816661821730763,-0.014316254735374,5.52072772881606,2.56357859235387,-0.0508971079609745,-0.0621064931620742,-0.0177987319817277
"ELET3",2016,68,"Eletrobras",2.53394029706555,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",243,308.932376861572,190126182420,29899449515,3820265569.5,34722966917,106265828950,67741854474,2056029192.1,2632798133.6,49291877692,10059739414,20020081969,35316897645,1352634100,6456506.0579,0.0719513463866743,0.033131165846201,0.794909610193532,0.753818904020018,25.9709538066781,-0.146209026403763,0.167799993211511,4.02599255979804,0.740951738450116,0.0148439918592715,0.0751806243336015,3.64024579551626e-05,0.000184368163381701,0.927308860189126,1.99011934058037,0.0200933165588988,5.73312240783948,2.86028454318514,0.0775029426424148,0.109089241203028,-0.0651191235685907
"ELET3",2017,72,"Eletrobras",2.52457835038755,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",243,346.490038553874,187364827810,30292258182,-1910532355.7,37030895104,104024904390,41026853511,1896990339.7,2298663518.3,45861503783,10059739414,5408247044.2,29302196379,1352634100,413166886.15,-0.0145237997989146,-7.12264656431426e-05,0.741906231422663,-0.394364771535056,25.9563235040236,0.0131376554877017,-0.000452918572738479,4.71767212380398,0.75464281273609,0.0120901997244236,0.0768797939623204,0.00217311935100706,0.013818544918117,0.909231459629947,0.537613035649156,-0.0101968569983551,5.84785406945444,3.07569067428371,-0.0416587376798621,-0.0638985796290839,0.0719513463866743
"ELET3",2018,76,"Eletrobras",2.30954292708878,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",243,165.088276545207,189198327700,33797345641,13588431441.44,37984878180.91,92586366789,26076729438,1777016185.3,2237927255.9,57991351849,10059739414,19094601875,35311853375,1352634100,67342248.944,0.00978572078564973,0.0820081752073637,0.696882368457743,-0.364398504725487,25.9660616547302,0.115709018388162,0.50724008538493,4.31038333905053,0.692455699978012,0.0119442228408493,0.0738778615464793,0.000359417771900548,0.00222308447720862,0.876768311651996,1.89812092432795,0.0718210969760068,5.10648034019899,2.25156408338085,0.234318238981945,0.448577697964901,-0.0145237997989146
"ELET3",2019,80,"Eletrobras",1.79693018171157,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",243,158.080664316813,177640541080,33348506417,10707601678,25663169106,80513296443,27752683753,1356789655.4,3566332753.2,70976253187,8748941075.9,8457908292.5,51297245317,1352634099.9,1184304874.4,-0.0610882070708704,0.063765845502238,0.561191353220402,0.0642701117478995,25.9030279133013,-0.0132803099026661,0.356962687589422,3.1415622598538,0.599349907281007,0.0188497054733745,0.105521090060802,0.00625959483256046,0.035041357595944,0.886473942877049,0.96673508475195,0.0602767904944506,5.06310543639972,1.49594351323757,0.150861748785032,0.316817829179179,0.00978572078564973
"ELPL3",2007,32,"Eletropaulo",0.557735160574711,0,0,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1417,113.58053334554,23693147359,12782179252,1389377736.4,5657888438.1,11558950295,13902587811,643065183.04,2025851168.4,6476308625.9,769160447.6,2299869927.2,11844655594,41835972000,1214001285.6,-0.0656476439589317,0.0801505094077928,0.678955547361693,-0.182858690382147,23.8884517023077,0.23587965064871,0.196512253170595,1.66465672396274,0.726658998580029,0.079890560063734,0.195874911852509,0.0478748114064454,0.117379005187997,1.2265780432949,2.9901042550696,0.0586404885492022,4.73251213020812,2.65843395174939,0.214532354255573,0.134335752740477,-0.024659247127244
"ELPL3",2008,36,"Eletropaulo",0.555942583972154,0,0,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1417,174.038621902466,23115254864,12297910298,1890821183.4,6694249135.9,10348148514,13861838223,679474657.01,2838421544.4,6072857213.2,765789675.99,2442661466.3,7336267046,167344000,1077541402.6,-0.0243907019292852,0.108482668067046,0.719296486518763,-0.00293107934680752,23.8637586202397,-0.0378862590214597,0.201084321361542,1.33329358898119,0.737279244846467,0.119799261001169,0.222060846467622,0.0454790318176402,0.0843002888127546,1.05465697174153,3.18972890714695,0.0817997116849786,5.15927723954065,2.80632279857602,0.311356107515602,0.147926354819672,-0.0656476439589317
"ELPL3",2009,40,"Eletropaulo",-0.609223861856539,0,0,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1417,131.44704469045,20922586971,11503145801,1876342231.9,6491741320.6,8639999407.7,14206593957,673478654.39,2204688092.2,5790846243.1,563038207.47,2103235855.3,10024877865,167344000,1751786783.2,-0.0948580452995519,0.110309010274471,0.654621409858058,0.024870852512762,23.7640951286795,-0.0646259793527078,0.207337736615681,1.23043186701084,0.723225132197287,0.0953780568361204,0.179273391883379,0.0757848785793946,0.14244589046034,1.20236654425997,3.73551177770128,0.0896802214038219,4.87860406853784,2.61304481125362,0.32401865860896,0.152574070426026,-0.0243907019292852
"ELPL3",2010,44,"Eletropaulo",-2.02605546913063,0,0,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1417,92.7765544255574,18989750085,25335194.946,2245720744.9,4158083047.7,8603919853.6,16158863655,655642318.03,498445465.2,6227747183.4,285722476.75,3187782074.3,8741905143.6,167344000,2277613029.6,-0.0923803967778474,0.138671334809193,0.609962951473875,0.137419968777109,23.6671652013365,-0.99779754204769,0.252223445057766,1.10943589884695,0.672046911853902,0.0238233190709579,0.04333123076269,0.108859054224839,0.197999144668931,1.13239552646277,11.1569174065687,0.11825962610608,4.53019396159539,2.04921659879145,0.360599214895227,0.195226660928246,-0.0948580452995519
"ELPL3",2011,48,"Eletropaulo",-1.73411035441738,0,0,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1417,133.884857654572,16844483850,14807400.752,2459719860.5,4147544501.9,6423334352.9,15388772726,787527165.55,254955152.94,6273604995.6,531381349.89,3668233132.7,10369563991,167344000,1865084749.3,-0.112969692881559,0.170999987441383,0.55666234718644,-0.0476574928436699,23.5472890721957,-0.415540287589623,128.171385022742,417.240872917339,0.627557302953452,0.0134259351386298,10.0632796978045,0.0982153393779116,73.6163567430716,1.24316322377548,6.90320263114118,0.146025243777357,4.89698015933123,1.6849767975851,0.392074391394601,97.0870706044576,-0.0923803967778474
"ELPL3",2012,52,"Eletropaulo",0.137875057508512,0,0,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1417,117.530190149943,15520906912,9030884.0455,159575676.74,3628168382.9,6605119702.5,14722599824,666588340.49,168735172.16,5287618826.8,429173213.86,302575268.55,4156038560,167344000,912052765.47,-0.0785762834757326,0.0490465617460876,0.607515681485248,-0.0432895406190821,23.4654537850458,-0.390110107995813,55.7939932245308,691.092802632347,0.659322818137403,0.0100172361268285,11.3953269034884,0.0541454860589272,61.5943865331538,0.927093160662853,0.7050189964761,0.0102813371438124,4.76669523802776,1.93533014020094,0.0301791187994111,10.7767513969963,-0.112969692881559
"ELPL3",2013,56,"Eletropaulo",2.28891400593017,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1417,137.888738632202,14926640105,20350605.467,276620280.7,3099663808.3,7877644003.5,12579140537,608049013.03,215244641.22,3949332293.9,252050204.7,409830207.58,2186280117.3,167344000,76334311.547,-0.038288149678969,0.0569985567690002,0.707259432328203,-0.145589726856927,23.4264133799699,1.25344555023276,97.9604310356329,1215.52970412347,0.735417195970855,0.0138680453687654,23.8342824617767,0.00491816051599292,8.45258461546039,0.881885530601798,1.62598641039707,0.0185319856815828,4.92644711817385,2.77953512008983,0.0700422907252596,30.6304764081028,-0.0785762834757326
"ELPL3",2014,60,"Eletropaulo",2.41077887822839,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1417,148.63472366333,15203383020,14560291.665,-172817544.69,4354315562.6,7480776158.1,13848383913,617209451.98,237765627.69,3368291299.3,695946524.7,7253911.0731,1900969432.8,167344000,90057371.56,0.0185402014822679,0.0297717305544964,0.792883839728646,0.100900643590607,23.4447838071395,-0.284527839301362,21.8367904586728,581.559685774041,0.778451197679554,0.0159289448943272,11.6834670140677,0.00603333174287718,4.42529199959356,0.903487147263886,0.0104230868545926,-0.0113670453781674,5.0014917770144,3.51367820329541,-0.0513071849593041,-8.49200997828965,-0.038288149678969
"ELPL3",2015,64,"Eletropaulo",2.66100346561643,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1417,249.816769917806,15733753044,48224729.698,119869648.61,5358277356.3,7010429477.6,16199058631,581565018.41,173779937.4,3365046210.1,928567834.06,560470254.87,1799954944.3,167344000,26075.109451,0.0348850004832674,0.0461367490444242,0.813549643367467,0.169743612884196,23.4790741170394,2.31207168149815,48.1744928713281,849.482078963561,0.786125649697848,0.0114303465992663,11.9351961758934,1.71508600531199e-06,0.00179083702792021,0.900526513831559,0.603585687886088,0.00761863035950674,5.52072772881606,3.67564249096372,0.0356219918318559,8.23264062066438,0.0185402014822679
"ELPL3",2016,68,"Eletropaulo",2.62580947351177,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1417,308.932376861572,15126731711,77662066.391,23331515.76,4336348929.7,7785362055.5,13002108554,546870523.56,221654417.73,3005020725.9,739730485.43,271943797.73,2962391040.6,167344000,46669722.2,-0.0385808351829626,0.0362406882658835,0.770427179789921,-0.197354065432051,23.4397293275987,0.610419941746627,11.8238514324664,251.358816547244,0.801343688557991,0.0140878287024167,4.59628118432341,0.00296621677418518,0.967754977420548,0.997181831077958,0.367625511029089,0.00154240295959196,5.73312240783948,4.03381942784091,0.00776417798350201,0.483808118907251,0.0348850004832674
"ELPL3",2017,72,"Eletropaulo",2.97795919127715,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1417,346.490038553874,15457529926,78814923.002,-914669917.56,4801866504,8696791636.7,14263952104,567648987.92,335011624.62,1958871785.2,2320709643.1,582913272.78,2963682872.4,167344000,22399244.012,0.0218684525725704,-0.0229409059584001,0.892371094998923,0.0970491474332295,23.4613620954132,0.0148445266083417,-4.46834530377903,173.812760437499,0.873273945152272,0.0221469932183952,4.31370989967405,0.00148077221437804,0.288419366788775,1.06500463475797,0.251178890264508,-0.0591730969914863,5.84785406945444,6.8910370973166,-0.466937103525953,-11.7775634883956,-0.0385808351829626
"ELPL3",2018,76,"Eletropaulo",2.88050916973048,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1417,165.088276545207,19372504154,69252919.118,-329158355.08,5696372869.6,10668151743,15128580987,583523891.62,977968698.06,3007979540.2,1218936573.6,566201526.12,6452849059.3,197457000,1762410.5214,0.253272951548029,0.0164557686614696,1.05867656028758,0.0606163619097918,23.68712058603,-0.121322251165016,3.22737784738488,207.632311106676,0.844729441456063,0.0632681096360052,12.4084203956551,0.000114016309839748,0.02236138099577,1.17782262378241,0.464504502024895,-0.016991007071847,5.10648034019899,5.44037098454198,-0.10942838895045,-4.17634557698733,0.0218684525725704
"EMAE4",2011,48,"Emae",0.971764688120818,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1699,133.884857654572,1771352525.6,800128476.38,-63859262.649,218554669.16,345104436.18,256740364.72,44883760.079,128192599.94,1207693420.3,3230904.75,-204969223.18,397136694.27,36947000,4856527.0431,-0.0618284610861154,-0.0100501036301237,0.298533986113538,0.0790891977704911,21.2950092304838,-0.145966930453039,-0.0202538807009749,0.601632775388178,0.318208316628756,0.0678953776986569,0.136828925418683,0.00257219011120257,0.00518371089193269,0.542408010672272,-63.4401937042558,-0.0360511313959763,4.89698015933123,0.466723669985701,-0.052877047747049,-0.0681614562024783,-0.0691437387370269
"EMAE4",2016,68,"Emae",1.04006416653516,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1699,308.932376861572,1255352188.7,188968216.42,61308929.717,105281192.82,343912095.56,230390215.39,5423911.134,89520181.317,806158900.34,10908038.386,-434894.19043,354557274.74,36947000,4046746.1976,-0.0355961494391915,0.05126641691063,0.345085419740539,-0.0204590442328522,20.9506819986076,-0.0943063016997604,0.319839571825618,2.1529098295573,0.35782252376364,0.0687724196780353,0.429055560906065,0.00310884678446234,0.0193953914537708,0.64025902081896,-0.0398691474159248,0.0488380314854029,5.73312240783948,0.557201921594553,0.076050676474753,0.293843654484227,-0.0931085636854225
"EMAE4",2017,72,"Emae",0.479788009751562,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1699,346.490038553874,1348596101.1,189423579.27,129057513.75,104434484.84,356082880.19,226938711.39,5277291.7851,147545366.01,888078736.11,9670702.1875,119709601.58,364186967.61,36947000,16048512.949,0.0742770939018795,0.107009655731921,0.366843160967359,-0.0149811223282958,21.0223299631884,0.00240973248637716,0.710885714434262,2.43700963979284,0.341479086763423,0.117533045577268,0.780794616180672,0.0127840721460161,0.0849270488605906,0.61152804161848,12.3785842288404,0.0956976767504611,5.84785406945444,0.518554657717825,0.145322152757877,0.682958839295796,-0.0355961494391915
"EMAE4",2018,76,"Emae",-0.0213852119445091,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1699,165.088276545207,1397620777.7,232816726.85,105992078.73,143226133.24,347238724.16,330365313.94,5605676.5931,242679126.01,907155920.34,12381769.178,1354174.435,704778038.27,36947000,35805750.249,0.0363523790110416,0.0827510588471032,0.363685507469543,0.455746848638171,21.0580371833737,0.229079968540497,0.589143947934967,2.58924923333279,0.350928424370664,0.179949449514243,1.28114528795853,0.0265503883778061,0.189024779211691,0.855198287504681,0.109368412181848,0.0758375093023633,5.10648034019899,0.54066213580591,0.116839979052636,0.55955060683824,0.0742770939018795
"EMAE4",2019,80,"Emae",0.179029749358796,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1699,158.080664316813,1501804556.5,222454677.93,92726735.624,124779099.73,385830545.64,439432997.1,5766642.8163,413326451.13,991194911.08,7617453.885,34894144.866,1365789171.7,36947000,27762166.032,0.0745436676831969,0.0704721767247808,0.365342053808249,0.330142658922748,21.1299332596513,-0.0445073215322544,0.423051125977549,2.19318281928677,0.339997400578535,0.295735765899382,1.77532970556836,0.0198638761493564,0.119244722695061,1.24942943404234,4.58081471746251,0.0617435439402997,5.06310543639972,0.515145547724456,0.0935504557049889,0.398282103174409,0.0363523790110416
"EMBR3",2013,56,"Embraer",1.762722745413,1,1,19,"ON","Veiculos e peças","Indústria de equipamentos aeroespacias","Novo Mercado","Bens industriais","Material aeronáutico e de defesa","Material de transporte",2008,137.888738632202,33164382344,6517754573.2,1085489850.1,9458810675.6,11828789427,19032765580,883964420.22,5505443155.4,11553302527,64103011.431,2241476821.7,19270083007,730856000,215896474.74,0.156782841620822,0.0686951104239456,0.742517387555943,0.0551662237355035,24.2247423160207,0.241032387885247,0.374999780749036,4.05332862582846,0.648203867679726,0.192031382090181,1.04828023037358,0.00753052883527735,0.0411084085130015,1.22292894494197,34.9667944089134,0.0327305914773469,4.92644711817385,1.84255541243303,0.0939549403785815,0.206685913924096,0.102756665604739
