"Código","year","Quarter","Quarter_index","NOME","CLASSE","SETOR_ECONOMATICA","SETOR_NUM","SETOR_NAICS","SEGMENTO_LIST_BOVESPA","SETOR_ECON_BOVESPA","SEGMENTO_BOVESPA","SUBSETOR_BOVESPA","ID_CVM","kz","kz_dum","PU","AT","K","LL","D_CP","D_LP","V","DEP","CAIXA","PL","DESP_FIN","EBIT","V_MERC","QTD_ACOES","DIV_PAGOS","INV_AT","FC_AT","D_AT","CV","TAM","INV_K","FC_K","D_K","ALAVANC","CAIXA_AT","CAIXA_K","DIVIDENDOS_AT","DIVIDENDOS_K","QTB","COB_JUROS","ROA","LN_PU","DIV_PL","ROE","ROK","INV_AT_L1","INV_K_L1","INV_AT_L1_quad","INV_K_L1_quad","LN_PU_FC_AT","LN_PU_FC_K"
"EALT4",2014,60,"4","Aco Altona","PN","Siderur & Metalur",14,"Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos",538,2.01559355586209,1,139.792752583822,358107094.18,228517874.87,8880466.1781,69730679.699,191950554.98,224733510.78,13189525.468,21017977.78,96425859.491,10417823.1,17482843.903,60585786.822,2250000,3636137.7025,-0.011082317494334,0.0609465864996526,0.722636340803412,0.221181457917926,19.696342645384,-0.0230107208108809,0.0943564928664747,1.11877357949261,0.730734573369762,0.0580414356904801,0.0898587866396743,0.0100412444446586,0.0155456878592924,0.899918004246559,1.67816670864761,0.0247983531251584,4.94016098713846,2.71380764517245,0.0920963134264711,0.0379669216473371,0.0053260184554066,-0.00868193925182229,2.83664725873317e-05,7.53760691723326e-05,0.301085948924843,0.466136264942167
"EALT4",2015,61,"1","Aco Altona","PN","Siderur & Metalur",14,"Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos",538,2.50952326371433,1,271.400217692057,353489484.42,217462796.15,-3398487.879,76179190.383,187837836.2,45535947.444,3238038.823,18815494.417,89472457.841,4881694.1132,-1233057.3122,44031895.466,2250000,116230.81222,-0.0128944939517981,-0.000448047689106521,0.737257180530173,-0.797378026597124,19.6833642958146,-0.0483773040786811,-0.000702129127059654,1.15534518572429,0.746887922318842,0.0525415293994218,0.082337079441614,0.000324569979508916,0.000508628973930909,0.871451445166585,-0.252587991710877,-0.00961411308903909,5.60359454950825,2.95081897774822,-0.0379836204459633,-0.0148718689114947,-0.011082317494334,-0.0230107208108809,0.000122817761045221,0.000529493272236307,-0.00251067758859707,-0.00393444694944246
"EALT4",2015,62,"2","Aco Altona","PN","Siderur & Metalur",14,"Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos",538,2.22739979056354,1,153.037785847982,327589379.27,210319774.7,-5087773.8614,65796356.724,176100233.02,89923128.936,6282498.8066,12405618.587,85692789.523,8616351.3622,-908089.798,46174120.106,2250000,2600719.7616,-0.0732698037467692,0.00337980335443439,0.684310567656348,0.974772327875406,19.6072714896069,-0.0328470964986257,0.00549392800217611,1.11235850005877,0.73841401783311,0.035094731622229,0.0570470848652334,0.00735727617433152,0.0119593779149519,0.879365230008179,-0.105391453972478,-0.015530948752788,5.03068485722795,2.82283481598034,-0.0593722516179082,-0.0233960656787039,-0.0128944939517981,-0.0483773040786811,0.000166267974272958,0.00234036354992117,0.0170027255555613,0.027638220407248
"EALT4",2015,63,"3","Aco Altona","PN","Siderur & Metalur",14,"Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos",538,2.1931709341388,1,310.614451090495,330754461.78,204503063.56,-2888099.8983,63054410.566,181048524.01,139079679.92,9193175.3726,10777365.19,86651527.203,12796597.904,5934618.7785,45171765.164,2250000,2565168.8971,0.00966173725489226,0.0192468861119681,0.745149110511332,0.546650806812846,19.616886850755,-0.0276565108929816,0.0299785195343308,1.16062759635507,0.738018569010573,0.0328990067199867,0.0512427573934635,0.00783043974995838,0.0121965179011767,0.874590468661342,0.463765355684493,-0.00873185468990289,5.73855243600218,2.81706442408264,-0.0333300518931882,-0.0137319465201006,-0.0732698037467692,-0.0328470964986257,0.00536846414109007,0.00107893174839003,0.110449265183291,0.172033306301473
"EALT4",2015,64,"4","Aco Altona","PN","Siderur & Metalur",14,"Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos",538,2.15204042664979,1,264.21462504069,319283789.07,197012859.92,144598.33423,54933144.22,179258080.85,173798901.12,11823876.903,16065823.119,85092563.997,15110525.926,10153884.666,46872118.953,2250000,2513877.5975,-0.0346803264520424,0.0361853780378956,0.708051597579873,0.249635469537828,19.5815908861801,-0.0366263639752391,0.0585246745397461,1.1451722091258,0.733489244018137,0.0485732619676227,0.0785603053535009,0.00760043442489401,0.0122926158353733,0.880293186327037,0.671974272485689,0.000452883419641134,5.57676174650122,2.75219377662961,0.00169930634873216,0.000707071726520007,0.00966173725489226,-0.0276565108929816,9.3349166782573e-05,0.00076488259477361,0.201797232024422,0.32637816619969
"EALT4",2016,65,"1","Aco Altona","PN","Siderur & Metalur",14,"Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos",538,2.44210438268244,1,317.297541300456,299568492.79,189920938.35,456210.33118,51351958.848,164840919.77,43730358.91,2774220.7987,7935749.8369,83375614.172,3295109.0503,3528411.5488,38214030.54944,2250000,127045.91501,-0.0617485038542861,0.0101177423986652,0.6771182440791,-0.748385296867865,19.5178536398249,-0.0359972520214151,0.0163970571829258,1.09735414584504,0.721680963857414,0.0248548473444737,0.0402803646428077,0.000397909068230665,0.000644861026136004,0.831762891565737,1.07080266386897,0.00152289156623626,5.75983994974241,2.59299893338122,0.00547174777314215,0.00231563732116396,-0.0346803264520424,-0.0366263639752391,0.00120272504282023,0.00134149053804669,0.0582765768690344,0.0944444250204268
"EALT4",2016,66,"2","Aco Altona","PN","Siderur & Metalur",14,"Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos",538,2.31409717401328,1,329.769571940104,289154915.87,185012652.35,-4012587.8942,52995672.873,158678270.7,78451485.07,5445087.448,8254466.5253,77480972.297,5138609.7305,-2331500.8585,38214030.54944,2250000,1391635.8581,-0.0347619231348873,0.00478187656004329,0.706596149687161,0.793982190529431,19.4824731435307,-0.0258438381920516,0.00754260992097715,1.11453716168415,0.732043385588387,0.0275545216668912,0.0434626460726941,0.00464546803683907,0.00732744830659689,0.849041371775866,-0.453722111773049,-0.0138769485627697,5.79839414371051,2.73194743557956,-0.051788042602498,-0.0211276751739996,-0.0617485038542861,-0.0359972520214151,0.00381287772824279,0.00129580215309327,0.0277272050417016,0.0437350251940867
"EALT4",2016,67,"3","Aco Altona","PN","Siderur & Metalur",14,"Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos",538,2.21708881931658,1,276.11435953776,279646499.98,181003177.64,-8709604.6886,51154463.962,157526675.8,100937274.71,8151282.2933,11279909.799,70965360.219,7259314.5231,-8060288.1002,38214030.54944,2250000,2340011.1655,-0.0328834661565112,-0.00193087637337978,0.721693211177569,0.286620318531084,19.4490368634375,-0.021671354142932,-0.00301775250615718,1.12792902059057,0.746231902692072,0.0390099188355881,0.0609683157109768,0.0080925864893545,0.012647844002978,0.857858772683217,-1.11033735686079,-0.0311450516606605,5.62081512605079,2.94060565771818,-0.122730366783485,-0.0470757247029976,-0.0347619231348873,-0.0258438381920516,0.00120839130003581,0.000667903972496945,-0.0108530991260272,-0.016962228933286
"EALT4",2016,68,"4","Aco Altona","PN","Siderur & Metalur",14,"Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos",538,2.28196971759061,1,312.548034667969,272718801.48,177705572,-1841052.0728,52136007.639,143411377.3,131234339.97,10865664.08,6415246.8655,77171416.535,9499650.2776,3396635.1386,38214030.54944,2250000,970148.57865,-0.0247730563425448,0.0322714999395502,0.699266341445308,0.300157353634182,19.4239517910937,-0.018218495846292,0.0498588595231692,1.0803533257738,0.717029349946167,0.022940558404839,0.0354427306147044,0.00346919621278787,0.00535984280110012,0.814273038748615,0.357553703488349,-0.00675073395310083,5.74475816830164,2.53393540923682,-0.0238566577557251,-0.0101713798442903,-0.0328834661565112,-0.021671354142932,0.00108132234646642,0.000469647590388376,0.185391962881077,0.28642709050793
"EALT4",2017,69,"1","Aco Altona","PN","Siderur & Metalur",14,"Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos",538,2.48212757216708,1,459.82953898112,271864765.69,174738176.69,-156835.71156,56692796.297,138893485.26,33615857.161,2581162.3796,2887102.4648,76278484.135,2039968.7271,459462.36625,41554643.418,2250000,0,-0.0031315618335271,0.00888947390089564,0.717171975293179,-0.743848620957864,19.4208153156596,-0.0166983807913463,0.0136423784620552,1.10061985876841,0.71942489884321,0.0105863711967498,0.0162465500226408,0,0,0.872275318109465,0.225230102866904,-0.000576888701122953,6.13085585337372,2.56410813317744,-0.00205609371159536,-0.000882559335618356,-0.0247730563425448,-0.018218495846292,0.000613704320550899,0.000331913590901359,0.0545000830987189,0.0836394558480307
