"Código","Quarter","NOME","CLASSE","SETOR_ECONOMATICA","SETOR_NAICS","SEGMENTO_LIST_BOVESPA","SETOR_ECON_BOVESPA","SEGMENTO_BOVESPA","SUBSETOR_BOVESPA","ID_CVM","PU","AT","K","LL","D_CP","D_LP","V","DEP","CAIXA","PL","DESP_FIN","EBIT","V_MERC","QTD_ACOES","DIV_PAGOS"
"CAML3",71,"Camil","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02422",301.128428141276,4151269200.1,877119937.63,111397100.51,1139074747.1,1502314711.4,2619826817.8,48056706.528,221866952.62,1509879741.6,117468657.28,217058428.89,4043210818.8,410051876,109733540.04
"CAML3",72,"Camil","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02422",228.669570922852,3992196056.4,873017804.96,188678421.85,728277493.22,1282744543.9,3858545259.7,72899445.49,203918481.43,1981174019.2,160452543.36,330160311.37,3477798316.1,410051876,108795399.65
"CAML3",73,"Camil","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02422",111.55797068278,4070851133.5,886103321.53,269868609.39,710332636.45,1399906066.3,5020170879.4,97124276.859,297646240.85,1960612430.8,194970959.47,430185625.15,3264314179,407349976,177640757.78
"CAML3",74,"Camil","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02422",161.417689005534,4732679038.4,925445401.42,34805744.698,1280845846,1398962383.5,1073670474.1,26365947.579,611763959,2052870808.8,45554593.339,61246522.65,2817139299.5,404317405,0
"CAML3",75,"Camil","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02422",147.530364990234,4628441424.6,962229593.07,117567421.52,1098538334.4,1378710269.7,2264336890.4,52998072.094,388730463.94,2151192820.6,112856551.99,175108907.69,2974325765,404230305,0
"CAML3",76,"Camil","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02422",239.847081502279,4514353906.5,913442702.72,273882446.61,962338257.52,1365367665.9,3572810454.5,77518082.576,232797883.76,2186647983.2,178457638.86,307389197.06,2975449754.3,404230305,20912963.708
"CAML3",77,"Camil","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02422",146.677968343099,4597691174,1007102102.9,375540048.48,1147824825.7,1202022048.6,4921186385.6,105096953.13,378560850.11,2247844299.8,225786009.66,395845224.19,2810915393.3,404230305,67359213.082
"CAML3",78,"Camil","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02422",165.309499104818,5772612766.8,1092776265.5,50860771.321,1688151878.5,1797726126.5,1263630827.9,34426064.116,644228265.34,2286734761.9,51683017.393,50294902.596,2956573112.4,403182505,20428473.841
"CAML3",79,"Camil","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02422",142.856068929036,5488470835.6,1115357189.2,91551155.312,1672838749.6,1515918059.3,2505625465.2,68693150.724,539336084.54,2299714026.7,101603463.81,106118449.21,2742743069.9,400665030,26474880.58
"CAML3",80,"Camil","ON","Alimentos e Beb","Outras indústrias de alimentos","Novo Mercado","Consumo não cíclico","Alimentos diversos","Alimentos processados","02422",177.479120890299,5239581916.3,1108590296.4,157953619.36,1552665701.6,1537193830.5,3952957271.5,104756342.89,306144802.92,2149722384.1,144915775.98,203706051.35,3336965311,3.7e+08,56699481.967
"EALT4",54,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",135.706354777018,379277242.11,238210385.69,7453837.9195,73689951.576,208423697.1,129882516.65,7065452.9789,27123887.034,97163593.43,5794244.7046,14555119.767,67007150.919,2250000,785368.80983
"EALT4",55,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",158.755968729655,387375164.59,240289566.35,11502723.897,74693641.236,212022719.09,192756083.85,10545587.882,23434164.968,100658804.26,8592859.4939,21811876.395,88308968.928,2250000,780521.63147
"EALT4",56,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",110.412976582845,365727458.54,236540195.93,12863592.591,67913515.746,201476577.28,251748714.25,13797375.517,1215732.3293,96337365.521,14817697.368,25279136.873,80711506.249,2250000,764892.4414
"EALT4",57,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",185.944798787435,367390514.35,239017829.79,4316793.1217,68589198.053,200198111.39,66859748.657,3322291.4152,1221269.9528,98603204.913,3749872.506,8727845.3337,70141057.859,2250000,0
"EALT4",58,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",108.214881896973,360201784.14,235948575.61,6843983.2367,66693520.151,193805675.88,128410454.1,6620649.0088,11243398.448,99702588.111,5849742.3065,13928790.731,78138578.538,2250000,3577383.807
"EALT4",59,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",160.586461385091,362120225.49,233900084.41,9524177.5623,69171040.769,191332161.07,184029579.98,9965828.2731,17608653.865,101617023.64,7760243.3038,18143705.028,64712503.458,2250000,3547882.8997
"EALT4",60,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",139.792752583822,358107094.18,228517874.87,8880466.1781,69730679.699,191950554.98,224733510.78,13189525.468,21017977.78,96425859.491,10417823.1,17482843.903,60585786.822,2250000,3636137.7025
"EALT4",61,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",271.400217692057,353489484.42,217462796.15,-3398487.879,76179190.383,187837836.2,45535947.444,3238038.823,18815494.417,89472457.841,4881694.1132,-1233057.3122,44031895.466,2250000,116230.81222
"EALT4",62,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",153.037785847982,327589379.27,210319774.7,-5087773.8614,65796356.724,176100233.02,89923128.936,6282498.8066,12405618.587,85692789.523,8616351.3622,-908089.798,46174120.106,2250000,2600719.7616
"EALT4",63,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",310.614451090495,330754461.78,204503063.56,-2888099.8983,63054410.566,181048524.01,139079679.92,9193175.3726,10777365.19,86651527.203,12796597.904,5934618.7785,45171765.164,2250000,2565168.8971
"EALT4",64,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",264.21462504069,319283789.07,197012859.92,144598.33423,54933144.22,179258080.85,173798901.12,11823876.903,16065823.119,85092563.997,15110525.926,10153884.666,46872118.953,2250000,2513877.5975
"EALT4",65,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",317.297541300456,299568492.79,189920938.35,456210.33118,51351958.848,164840919.77,43730358.91,2774220.7987,7935749.8369,83375614.172,3295109.0503,3528411.5488,32977077.167,2250000,127045.91501
"EALT4",66,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",329.769571940104,289154915.87,185012652.35,-4012587.8942,52995672.873,158678270.7,78451485.07,5445087.448,8254466.5253,77480972.297,5138609.7305,-2331500.8585,33830542.853,2250000,1391635.8581
"EALT4",67,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",276.11435953776,279646499.98,181003177.64,-8709604.6886,51154463.962,157526675.8,100937274.71,8151282.2933,11279909.799,70965360.219,7259314.5231,-8060288.1002,31216063.496,2250000,2340011.1655
"EALT4",68,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",312.548034667969,272718801.48,177705572,-1841052.0728,52136007.639,143411377.3,131234339.97,10865664.08,6415246.8655,77171416.535,9499650.2776,3396635.1386,26520182.266,2250000,970148.57865
"EALT4",69,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",459.82953898112,271864765.69,174738176.69,-156835.71156,56692796.297,138893485.26,33615857.161,2581162.3796,2887102.4648,76278484.135,2039968.7271,459462.36625,41554643.418,2250000,0
"EALT4",71,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",301.128428141276,279428308.6,174062855.85,5666352.5273,66664002.046,131203669.68,132848138.97,7790686.9338,1210618.6277,81560636.87,6008174.2575,10901045.562,57766478.819,2250000,0
"EALT4",72,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",228.669570922852,274481997.73,167411033.36,33197544.875,104081365.56,64252543.947,182416436.3,10365025.675,1509964.0288,106148088.21,9033787.6617,52112173.19,80426706.7,2250000,2011480.0585
"EALT4",73,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",111.55797068278,279570261.63,166713842.67,3931473.611,106187434.98,64042683.263,62275402.513,2304026.3953,361415.90515,109340143.37,2044796.5348,6572176.1323,140347154.06,2250000,0
"EALT4",74,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",161.417689005534,300815314.1,163870515.56,6534804.4848,119396895.44,81147702.993,121950642.14,4591254.3949,4952304.9819,100270715.66,5619509.5755,11633852.249,137531769.67,22500000,3236786.8417
"EALT4",75,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",147.530364990234,315939016.68,169924682.83,10204767.559,131342360.12,81326840.563,192659009.9,7305590.5804,1360495.9216,103269816,8387279.1713,16591132.467,116515973.24,22500000,7430320.1757
"EALT4",76,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",239.847081502279,362412368.77,227365574.4,12788961.182,121360966.68,79611257.26,257847550.22,10367734.879,2014034.2984,161440144.82,12345226.306,21048694.378,98500662.028,22500000,6065072.7006
"EALT4",77,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",146.677968343099,355054925.13,202929818.83,5914342.0546,106186611.53,83910627.908,90408175.518,2400708.5835,5323936.4303,164957685.68,3790321.8211,9405346.7386,126392061.15,22500000,22628.786991
"EALT4",78,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",165.309499104818,352417217.53,186664898.9,10717748.451,106238890,81870157.579,170382990.59,4817573.799,4343680.5951,164308169.95,6725402.4733,16226756.947,106661559.57,22500000,0
"EALT4",79,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",142.856068929036,377567760.31,196398963.49,15424733.038,113103164,95848895.858,236636511.7,7789785.5995,9085536.5191,168615700.45,9809812.387,24796516.42,199802347,22500000,608147.24767
"EALT4",80,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",177.479120890299,368838918.88,190566474.46,16867505.311,118674125.84,87227354.33,299487056.2,10180962.347,4989882.7355,162937438.7,12693420.856,27100518.592,221799286.58,22500000,6578437.1791
"TIET11",65,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",317.297541300456,5140924500.6,3622014359.1,86000844.761,748344328.02,1975276392.7,442526331.17,49389676.943,629454.76075,2417303779.9,54819157.365,157429523.07,7047470068.3,1906268000,0
"TIET11",66,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",329.769571940104,4578277654.6,3556448026.4,201560178.89,891357523.44,1781819450.9,902648389.57,91733321.265,751437.95926,1905100680.3,132960249.78,385972361.93,6537401684.3,1906268000,627490424.57
"TIET11",67,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",276.11435953776,4629411585.5,3485221392.3,309398231,988362075.61,1778958944.5,1345407562.3,131800033.59,8192847.5421,1862090565.4,192757155.95,581956170.99,7403938840.1,1967385000,754221659.31
"TIET11",68,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",312.548034667969,4571495103.3,3444927350.6,399804919.94,923252488.45,1888483417.4,1741079934.5,179518746.24,80384057.978,1759759197.5,248970233.34,718552253.47,6160798247.7,1967385000,857261197.95
"TIET11",69,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",459.82953898112,4699191111.9,3395870886.2,139164082.08,1029855073,1785308397.1,445287510.46,47851459.177,88564684.524,1884027641.7,56580139.659,245059112.74,5901811158.6,1967385000,9688470.8575
"TIET11",70,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",396.332616170247,5675483450.1,3377752262,239122546.1,1648399159,2232535585,884465121.94,96123785.433,220926450.83,1794548706.2,112242499.58,433824402.24,5871156220.2,1967385000,250914576.83
"TIET11",71,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",301.128428141276,7271237322.4,5061803547.6,279288074.04,2013062668.7,3545259949.3,1382603163.6,157741963.82,260393658.79,1712914704.4,200222078.46,546190588.28,6219103496.2,1967081000,361550979.28
"TIET11",72,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",228.669570922852,7385081335.5,5114967402.4,323090057.84,2162341062.9,3535469205.1,1871884209,229148414.85,145789518.32,1687271067.5,319833994.8,683066998.77,5497253661.1,1967081000,387372931.05
"TIET11",73,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",111.55797068278,7884187936,5047438799.1,58900036.113,1304427447.9,4845636420,462645703.51,72051917.876,20498520.549,1734124068.1,130679816.41,207557066.88,5170606596.7,1967385000,11477106.273
"TIET11",74,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",161.417689005534,8134556293.7,5043424859.9,155945349.61,1540300923.7,4918838126.2,941695941.66,141235177.45,24079540.467,1675417243.8,234545640.13,419626294.12,4074652235.6,1967385000,11264356.034
"TIET11",75,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",147.530364990234,8141262098.4,5652519906.1,191900150.85,1727587698.2,4820474979.7,1526996305.3,214990848.19,57470995.282,1593199420.4,356898538.73,561266408.37,3991751843.5,1967385000,133196533.68
"TIET11",76,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",239.847081502279,7937743508.2,5729182104.4,300657002.94,1504600558.1,4842511074.1,2008326301.8,292422327.71,159552444.45,1590631876,440518059.69,763336748.49,4165491930.8,1967385000,281965845.86
"TIET11",77,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",146.677968343099,8032679376.8,5753855611.5,63786436.204,2082725783,4326377213.3,515329480.48,78835608.135,10785702.745,1623576380.5,111829408.14,194715569.16,4504082980.4,1967385000,3085.7436806
"TIET11",78,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",165.309499104818,8083703975.5,5691022295.7,99529828.675,1680553987.5,4905229743.2,1017950177.6,161808996.09,126360967.38,1497920244.8,235556583.3,341720916.83,4777351092,1967385000,6127.9293606
"TIET11",79,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",142.856068929036,8011768512.9,5660412510.8,198193863.74,1588546824.6,4865335875.5,1550127606.1,235063681.97,159325410.84,1557885812.9,328042978.5,527681319.29,5042592390.8,1995532000,186020732.07
"TIET11",80,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",177.479120890299,7806550921.6,5541010028.5,300412962.22,1905788866.1,4448170655.5,2051730674.1,313487756.26,31869184.861,1452591400,440235782.64,723778236.62,6979291916.3,1995532000,330690589.7
"BRGE3",40,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",69.8376502990723,9473476319,10698317.155,81703941.113,5025865386.8,2859030842.1,27068754.294,4999724.926,2772000685,1125998763,64117545.459,140894119.12,807906268.73,73646000,11690143.985
"BRGE3",41,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",155.513127644857,8772135894.3,9562088.938,50798381.342,4315369008.6,2761992963,7210472.1286,1094539.2943,9067557.756,1184554344.2,9522318.9478,83321587.641,702124861.74,73646000,0
"BRGE3",42,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",72.8249766031901,8622376607.8,8001740.1402,47551633.32,4209096782.4,2739199031.8,12608647.011,1910556.6959,9943112.2667,1167469979,12345003.883,67145111.262,732533389.18,73646000,3603693.4093
"BRGE3",43,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",79.8063354492188,7982648405.7,7343560.9989,69953763.856,3522033860.6,2786091851.3,18719181.586,2473405.3747,13458936.546,1180436122,30871574.109,106993520.37,645464449.04,73646000,3585756.4145
"BRGE3",44,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",62.9617780049642,7971424812.2,5313992.1522,84523969.247,3819407280.7,2592361668,18724782.005,1934633.0789,8640028.0054,1162729477.6,570411816.12,-118250905.95,696283659.62,73646000,8789999.5619
"BRGE3",45,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",104.128897984823,7404124372.6,5097974.2325,16408189.561,3705360253.5,2151785952.9,5249254.2592,385520.068,4022747.3762,1151953483.2,122727141.64,-24063284.244,595385825.07,73646388,0
"BRGE3",46,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",119.138819376628,7856437372.5,4923533.7304,38751370.889,4141967269.5,2163569812.2,12765251.838,579144.89302,5367919.147,1152859300,259673489.8,-58365291.837,597647309.26,73646388,3166847.6976
"BRGE3",47,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",173.214795430501,8326336472.6,4792357.65,67248572.204,4448207954.4,2286241918.3,18212228.989,1120703.7101,11935653.252,1180148628.7,436647436.62,-95456652.84,442364198.92,73646388,3133525.6711
"BRGE3",48,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",139.056917826335,8271246022,4714148.1897,88615972.509,4317934439,2338212808.3,24140256.362,1516100.0982,9522172.5464,1182672292.6,651294071.9,-117700373.66,550164247.66,73646388,5778078.0832
"BRGE3",49,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",134.191538492839,8214993220.4,4664843.3796,24505111.643,4066199298.9,2523381953.3,8040594.8511,358596.31016,6909161.6656,1199887984.6,149106509.71,-33680231.028,488446826.7,73646388,0
"BRGE3",50,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",132.94278717041,8538444391.5,4491001.5211,37984667.615,4295581025.9,2643916971.1,16652028.112,1263046.3931,6906998.2536,1195202758.2,318325918.85,-103014736.62,395317000.28,73646388,4625563.3644
"BRGE3",51,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",108.598284403483,10376174839,4622772.5457,58184211.526,5478268924.3,3279691268.3,29808288.724,1632897.1517,13097855.546,1199598921.3,428413108.65,-145992765.84,337089682.13,73646388,4560954.648
"BRGE3",52,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",94.3881505330404,9564709964.3,4564964.795,93360034.541,5018690955.8,2907884052.7,40824503.814,1413246.8731,7466851.4182,1210837694.1,559103228.68,-142287055.21,379750476.52,73646388,7861555.3043
"BRGE3",53,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",146.67965443929,3768972172.2,1342819.9327,19048901.334,1383973158.2,481347291.07,10548242.106,174015.54203,4170572.4907,1199217957,30500574.13,12824945.447,347052621.33,73646388,0
"BRGE3",54,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",135.706354777018,3692146325.8,1375828.572,41206065.73,1292287114.5,490057238.94,20409556.972,351122.9168,5397260.8354,1200798814,73933587.886,37616013.05,347906264.89,73646388,3653111.4895
"BRGE3",55,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",158.755968729655,3679800566.4,1430006.7847,49141527.973,1298074415.7,467592278.25,30061477.288,528418.84174,5993494.5716,1201927824.1,103453299.59,35708864.64,405504639.63,73646388,3630565.034
"BRGE3",56,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",110.412976582845,3530245212.8,1404163.8614,73336156.503,1628060999.4,122515390.59,38779209.306,728601.92411,7415827.6299,1207047729.4,134622465.48,43625389.154,413248367.92,73646388,5891625.9036
"BRGE3",57,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",185.944798787435,3550029573.8,1519074.0352,13816470.137,1384738438.6,410559811.64,7936888.6193,196714.62327,3534032.8499,1194254477.9,37143545.879,7600834.4712,392928755.56,73646388,0
"BRGE3",58,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",108.214881896973,3602479309.2,1537777.2439,20992072.035,1732275794,124105215.97,15523074.225,425142.26515,4836665.9595,1187415619.6,71740066.469,7296033.2401,363556998.35,73646388,1438218.6122
"BRGE3",59,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",160.586461385091,3821306052.7,1507750.1605,39816612.866,1607424454.7,445448106.26,23515565.335,605768.64854,2872731.058,1200477349.2,113450860.96,17699385.733,313372466.02,73646388,1426358.3377
"BRGE3",60,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",139.792752583822,3753794041.3,1525551.2799,53891443.495,1526262241.9,460695498.73,32368446.59,759496.295,2825483.626,1195191379.4,156163719.2,25538226.887,289853983.9,73646388,4676345.9269
"BRGE3",62,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",153.037785847982,3618658773.3,1535721.9305,33724107.655,1434793000.3,461052634.15,16608777.081,389181.342,2347443.0152,1168064170,89026158.605,7333906.1781,257093679.24,73646388,3746024.8538
"BRGE3",63,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",310.614451090495,3704449971.9,1513510.5796,55542913.615,1468368481.5,462545649.92,24846189.379,611740.99113,1652431.8406,1193583446,129174837.73,16370773.854,216721965.59,73646388,3694818.0978
"BRGE3",64,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",264.21462504069,3596600293.4,2173715.9424,76121541.114,1369503861,468285261.1,32832118.496,836773.96693,2049266.5564,1184867196.2,178094182.78,24480972.078,403116604.2,73646388,6857753.7857
"BRGE3",65,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",317.297541300456,3604698000.9,2212908.847,17181227.561,1429033241.4,448162549.95,8858565.165,232147.53562,1434463.8768,1167511535.3,47712670.865,1450633.3569,197820308.31,73646388,3091835.5863
"BRGE3",66,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",329.769571940104,3563503824.5,2070427.2473,32420802.103,1305704046.5,555724694.16,18039051.433,455176.16565,1535793.8956,1151905582.1,91103339.29,3320175.2732,272638591.81,73646388,4541545.7326
"BRGE3",67,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",276.11435953776,3655069355.9,2378206.259,51417336.076,1393096383.2,543672330.13,26908443.326,683018.14145,1518816.6566,1162405882.6,137378764.01,8462459.9663,271258104.72,73646388,4307058.4775
