"Código","year","Quarter","NOME","CLASSE","SETOR_ECONOMATICA","SETOR_NAICS","SEGMENTO_LIST_BOVESPA","SETOR_ECON_BOVESPA","SEGMENTO_BOVESPA","SUBSETOR_BOVESPA","ID_CVM","PU","AT","K","LL","D_CP","D_LP","V","DEP","CAIXA","PL","DESP_FIN","EBIT","V_MERC","QTD_ACOES","DIV_PAGOS"
"EALT4",2013,56,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",137.888738632202,365727458.54,236540195.93,12863592.591,67913515.746,201476577.28,251748714.25,13797375.517,1215732.3293,96337365.521,14817697.368,25279136.873,80711506.249,2250000,764892.4414
"EALT4",2014,60,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",148.63472366333,358107094.18,228517874.87,8880466.1781,69730679.699,191950554.98,224733510.78,13189525.468,21017977.78,96425859.491,10417823.1,17482843.903,60585786.822,2250000,3636137.7025
"EALT4",2015,64,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",249.816769917806,319283789.07,197012859.92,144598.33423,54933144.22,179258080.85,173798901.12,11823876.903,16065823.119,85092563.997,15110525.926,10153884.666,46872118.953,2250000,2513877.5975
"EALT4",2016,68,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",308.932376861572,272718801.48,177705572,-1841052.0728,52136007.639,143411377.3,131234339.97,10865664.08,6415246.8655,77171416.535,9499650.2776,3396635.1386,26520182.266,2250000,970148.57865
"EALT4",2017,72,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",346.490038553874,274481997.73,167411033.36,33197544.875,104081365.56,64252543.947,182416436.3,10365025.675,1509964.0288,106148088.21,9033787.6617,52112173.19,80426706.7,2250000,2011480.0585
"EALT4",2018,76,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",165.088276545207,362412368.77,227365574.4,12788961.182,121360966.68,79611257.26,257847550.22,10367734.879,2014034.2984,161440144.82,12345226.306,21048694.378,98500662.028,22500000,6065072.7006
"EALT4",2019,80,"Aco Altona","PN","Siderur & Metalur","Transformação de aço em produtos de aço","Tradicional","Bens industriais","Máq. e equip. construção e agrícolas","Máquinas e equipamentos","00538",158.080664316813,368838918.88,190566474.46,16867505.311,118674125.84,87227354.33,299487056.2,10180962.347,4989882.7355,162937438.7,12693420.856,27100518.592,221799286.58,22500000,6578437.1791
"TIET11",2016,68,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",308.932376861572,4571495103.3,3444927350.6,399804919.94,923252488.45,1888483417.4,1741079934.5,179518746.24,80384057.978,1759759197.5,248970233.34,718552253.47,6160798247.7,1967385000,857261197.95
"TIET11",2017,72,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",346.490038553874,7385081335.5,5114967402.4,323090057.84,2162341062.9,3535469205.1,1871884209,229148414.85,145789518.32,1687271067.5,319833994.8,683066998.77,5497253661.1,1967081000,387372931.05
"TIET11",2018,76,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",165.088276545207,7937743508.2,5729182104.4,300657002.94,1504600558.1,4842511074.1,2008326301.8,292422327.71,159552444.45,1590631876,440518059.69,763336748.49,4165491930.8,1967385000,281965845.86
"TIET11",2019,80,"AES Tiete E","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","01897",158.080664316813,7806550921.6,5541010028.5,300412962.22,1905788866.1,4448170655.5,2051730674.1,313487756.26,31869184.861,1452591400,440235782.64,723778236.62,6979291916.3,1995532000,330690589.7
"BRGE3",2005,24,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",120.291110356649,4862687873.7,13544225.613,62917213.057,2612588277.3,1012643018.2,22689938.752,5219820.1998,1802325145.1,866341015.45,34973845.605,104759795.9,509866220.6,73646000,0
"BRGE3",2006,28,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",96.7511024475098,5508362087.3,10117568.079,86479953.887,3069716588.5,1106680287.8,24976218.785,10791665.308,1850264518.3,913731666.13,41227867.994,128426723.15,505944349.77,73646000,0
"BRGE3",2007,32,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",113.58053334554,8668068767.2,10580725.474,150842113.37,5121406468.7,1980789014.8,39207368.582,3041446.792,2982479767.5,1012813479.6,42595852.251,333785137.91,806759656.71,73646000,0
"BRGE3",2008,36,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",174.038621902466,9192797124,12591864.051,119733163.43,4276664624.5,3299151222.7,42906224.481,5001768.2205,3257622003.3,1060581045.3,43743841.169,236511657.02,683158804.29,73646000,15482101.852
"BRGE3",2009,40,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",131.44704469045,9473476319,10698317.155,81703941.113,5025865386.8,2859030842.1,27068754.294,4999724.926,2772000685,1125998763,64117545.459,140894119.12,807906268.73,73646000,11690143.985
"BRGE3",2010,44,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",92.7765544255574,7971424812.2,5313992.1522,84523969.247,3819407280.7,2592361668,18724782.005,1934633.0789,8640028.0054,1162729477.6,570411816.12,-118250905.95,696283659.62,73646000,8789999.5619
"BRGE3",2011,48,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",133.884857654572,8271246022,4714148.1897,88615972.509,4317934439,2338212808.3,24140256.362,1516100.0982,9522172.5464,1182672292.6,651294071.9,-117700373.66,550164247.66,73646388,5778078.0832
"BRGE3",2012,52,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",117.530190149943,9564709964.3,4564964.795,93360034.541,5018690955.8,2907884052.7,40824503.814,1413246.8731,7466851.4182,1210837694.1,559103228.68,-142287055.21,379750476.52,73646388,7861555.3043
"BRGE3",2013,56,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",137.888738632202,3530245212.8,1404163.8614,73336156.503,1628060999.4,122515390.59,38779209.306,728601.92411,7415827.6299,1207047729.4,134622465.48,43625389.154,413248367.92,73646388,5891625.9036
"BRGE3",2014,60,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",148.63472366333,3753794041.3,1525551.2799,53891443.495,1526262241.9,460695498.73,32368446.59,759496.295,2825483.626,1195191379.4,156163719.2,25538226.887,289853983.9,73646388,4676345.9269
"BRGE3",2015,64,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",249.816769917806,3596600293.4,2173715.9424,76121541.114,1369503861,468285261.1,32832118.496,836773.96693,2049266.5564,1184867196.2,178094182.78,24480972.078,403116604.2,73646388,6857753.7857
"BRGE3",2016,68,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",308.932376861572,3621366153.9,2235802.1841,68217056.665,1430382603.9,471456525.6,34073402.263,931119.61284,2114254.8335,1164406892.6,186909717.25,9166231.3983,237978596.66,73646388,4131494.8091
"BRGE3",2017,72,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",346.490038553874,3402482968.6,2080804.0885,55445142.571,1400810094,271562806.15,27398156.489,1008447.9991,4256928.7183,1181491610,139453951.88,-6881493.1672,270894734.48,73646388,4329502.3122
"BRGE3",2018,76,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",165.088276545207,3301472052,1808350.1321,55364539.524,1382702933.2,157071705.47,27146133.623,1431436.5076,2973545.7138,1195858183.7,94004972.572,16094524.992,274365126.18,73646388,4181548.66
"BRGE3",2019,80,"Alfa Consorc","ON","Outros","Administração de empresas e empreendimentos","Tradicional","Financeiro","Bancos","Previdência e seguros","00470",158.080664316813,3325059661,2330280.2424,50219140.79,811199780.97,752042894.35,28790171.964,1365336.0183,5874748.6007,1192465860.2,86018171.111,13300014.424,952243980.93,73646388,4218127.5521
"ALSO3",2011,48,"Alianscsonae","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02235",133.884857654572,5118443113.8,9343807.829,361501473.36,196091666.98,1119748662.4,342937461.32,2295272.2849,611631391.31,3040645922.2,-36236200.489,704780018.09,2869750530.8,76423831,4598367.5836
"ALSO3",2012,52,"Alianscsonae","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02235",117.530190149943,6016175677.4,5166629.5202,274268938.92,408039555.6,1650391472.3,379700703.55,2646142.1577,1008159466,3092145722.7,97209506.15,615946501.44,3643499080.6,76423831,36153102.016
"ALSO3",2013,56,"Alianscsonae","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02235",137.888738632202,6322976387.9,4414881.0076,315379948.96,313319764.21,1871757406.2,384894434.83,3252188.6651,592416174.81,3113462579.6,108745930.85,764671906.72,1944622398.9,76423831,37334567.56
"ALSO3",2014,60,"Alianscsonae","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02235",148.63472366333,6220698347.4,4403504.4254,205903511.96,246117463.46,1817096853.4,418082378.46,3264915.8519,414425252.95,3086267631.9,135595667.55,554015162.67,1654092698,76423831,45611753.316
"ALSO3",2015,64,"Alianscsonae","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02235",249.816769917806,5808635979.7,4033345.3392,115108570.67,286397149.89,1600388288.1,392525215.82,3190645.211,314258404.34,2866532785.8,135301372.48,397256662.95,1465584222,76423831,41214080.952
"ALSO3",2016,68,"Alianscsonae","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02235",308.932376861572,5562275508.4,3202605.4229,107401023.22,250739918.16,1455289774.8,381696594.92,2953935.155,285520302.26,2761795556.3,110652693.63,430925502.16,1468361811.1,76423831,38775835.087
"ALSO3",2017,72,"Alianscsonae","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02235",346.490038553874,5768691922.3,3590768.1173,149935961.86,342899399.42,1509958612.9,384375749.94,2484833.2009,485732897.76,2800166549.7,98159576.941,414194831.54,2098507838.2,76423831,37665695.247
"ALSO3",2018,76,"Alianscsonae","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02235",165.088276545207,5747935906.4,3346283.0101,197601927.05,266316099.83,1402669958.6,390603628.54,2025519.2011,292494369.38,2888559522.1,77269381.193,584992915.08,2056259195.5,76423831,36305865.557
"ALSO3",2019,80,"Alianscsonae","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02235",158.080664316813,10917229805,10391168.039,22048575.128,239744596.58,3154040313.9,743913939.95,119040484.34,32714011.547,6449942443.5,208089621.33,254296836.35,13338899563,265772778,85652813.599
"ALPA4",2005,24,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",120.291110356649,2391156572.7,570747953.89,347100188.77,484787912.83,520102044.5,2850414628.5,101138480,629132220.47,1376154657.8,71155496.688,399672285.34,2784369209.5,18533000,144587969.27
"ALPA4",2006,28,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",96.7511024475098,2155634636.2,409737068.63,257863573.88,340197117.02,272638726.14,2766541868.8,76415336.043,522254282.56,1542798793,48852701.908,307689745.5,4677279201.5,17770010,103529929.72
"ALPA4",2007,32,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",113.58053334554,2609027144.7,435956304.02,234372720.01,496151605.11,396347308.49,2514178846.7,60710007.472,234887426.39,1716528231.1,24779992.773,258714042.57,5144503118.1,17739000,97148879.615
"ALPA4",2008,36,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",174.038621902466,3310353195.3,614494011.21,318811638.64,820928785.94,610024267.66,3053692714.9,101817370.9,325924937.28,1787882694.7,42806815.028,340983628.5,1357186232.2,17418000,97251899.725
"ALPA4",2009,40,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",131.44704469045,3086591566.1,517281812.07,237817837.06,688973742.59,468348747.12,3538878719,106824338.07,541117422.68,1860130628.2,104812447.35,321207177.86,3636854494.9,17418000,52035612.228
"ALPA4",2010,44,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",92.7765544255574,3743628319.6,502438041.31,510471517.69,1037759845.9,459506183.73,3731219006.5,84602287.726,803994181.73,2183710839,72117988.823,540272532.31,6165390439.5,348363000,106373158.67
"ALPA4",2011,48,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",133.884857654572,3821626789.7,535062860.24,480990188.01,1042493270.7,448095979.07,4028382789.3,84543311.46,798678089.59,2311994759.4,97931617.487,487866617.25,6733410382.2,348363000,159838255.86
"ALPA4",2012,52,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",117.530190149943,4051596955.2,730821593.5,413896547.34,1116788775.6,479516437.98,4445196557.4,88990204.252,181578570.52,2447495231.1,107712768.73,431304910.5,8435752482.7,383198000,124086327.69
"ALPA4",2013,56,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",137.888738632202,4692620711.2,871340903.36,432709982.94,1416058776.3,716055175.65,4781916320.6,93032136.87,187987671.16,2560506759.2,209840145.72,454188386.02,8152700386.2,421519000,153154357.71
"ALPA4",2014,60,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",148.63472366333,4783339147.6,915717730.67,367484709.05,1305996510.7,721507051.13,4868072174.7,101954835.11,415309364.35,2620493083.6,219075984.84,426339769.09,4221267683.7,462201000,152559063.21
"ALPA4",2015,64,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",249.816769917806,4460586007.5,878140942.84,322755334.32,1552084147.9,619538674.4,4890569303.3,120432633.92,468079030.69,2180269091.5,264767846.6,437119579.14,4599191617.9,460846000,503598070.69
"ALPA4",2016,68,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",308.932376861572,4217416519.7,805204363.35,403188173.72,1109013639,804858678.23,4521119859.6,115549156.17,436396248.06,2203489545.8,219372895.9,526715965.61,4864294162.8,463054000,146960782.97
"ALPA4",2017,72,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",346.490038553874,4174015012,781677181.91,392427086.11,1214800723.2,506455366.8,4031477224,115708305.22,681583031.25,2368271343.6,140761359.76,410979929.64,8645175141.2,463054000,161760041.73
"ALPA4",2018,76,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",165.088276545207,4155556237,804697015.31,346114247.77,1210728000.4,366114683.76,4076627809.5,111297059.69,541650980.51,2485764147.3,218528463.83,478268934.83,8062095560.1,463053374,215506890.34
"ALPA4",2019,80,"Alpargatas","PN","Textil","Indústria de calçados","Nível 1","Consumo cíclico","Calçados","Tecidos vestuário e calçados","01045",158.080664316813,4526469272.8,1168738642.4,274373481.89,1257725718.7,531473060.79,3715820030.6,159408986.01,566817646.43,2645519712.7,94315290.067,429470248.28,17536575193,578816719,36035.26148
"ALUP11",2013,56,"Alupar","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","02149",137.888738632202,11669013446,3496845374.8,404570874.15,1639565093.4,4303717570,1801727874.1,49399768.771,725885718.47,3581932680,347974416.64,1347857728,4724585329,624901800,507369347.54
"ALUP11",2014,60,"Alupar","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","02149",148.63472366333,11711421063,3752516408.5,475878865.94,1434504857.9,5189590961.2,1933643461.9,50566187.696,442963424.61,3218099923.1,412121841.04,1377756449.1,4819879687.1,624901800,1344461915.5
"ALUP11",2015,64,"Alupar","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","02149",249.816769917806,11866145841,4340116631.4,247913844.04,2284245960.9,4761505808.2,1770214290.8,87183313.682,701488002.47,2975024204.8,608678391.31,1276754696.7,3246532336.8,624901800,561519185.4
"ALUP11",2016,68,"Alupar","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","02149",308.932376861572,11407610264,4248941888.1,346590597.73,1982074877.4,4343059681.6,1732675325.4,98229216.258,684382951.46,3232916432.8,572312948.81,1384355187,5983305540.4,750886270,545381847.29
"ALUP11",2017,72,"Alupar","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","02149",346.490038553874,12416986634,4360384001.2,358410651.13,1847118199.3,4496653380.4,1666149985.3,107731709.02,1711512814.2,4207026248.5,458985737.24,1159793188.6,6795097542.7,879111269,471466229.02
"ALUP11",2018,76,"Alupar","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","02149",165.088276545207,15250468171,4472306720.9,403797693.56,1596299153.4,7116430970.9,1965911512.1,106237438.01,3106585782.4,4518837282.1,380541809.7,1245661942.1,6283011996.8,879111269,530259001.12
"ALUP11",2019,80,"Alupar","UNT N2","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica","02149",158.080664316813,19388704373,4430361228.5,891156020.32,2087737908.1,9753516079.8,4596596894.6,113084656.4,1026208172.5,5007088571.9,349977462.43,2447167619.8,9198511327.2,879111269,440499040.25
"ABEV3",2005,24,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",120.291110356649,70352742955,11352491378,3246849995.1,10612301969,17435898797,33521464768,5413493383.8,1758716015.4,41731966772,3377448426.1,7695252187.5,113125011890,65580076000,4772488960.6
"ABEV3",2006,28,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",96.7511024475098,72592968515,11656921033,5715073697.1,13939098586,18654695857,35871049480,4951712553.7,3134100001.8,39240325917,2539049328.1,10967985519,130561105380,64458211000,3647112431.7
"ABEV3",2007,32,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",113.58053334554,69165132072,10905035335,5490994894.3,16544891504,17987149472,38307061338,5751118530.5,4500228004.7,33962725029,2680425108.2,11266885619,153265393510,620833000,3806852222.6
"ABEV3",2008,36,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",174.038621902466,68611108483,12670587133,5632241380.8,19659635003,16892972356,38474160790,6024367491.1,6072934531.6,31807597187,3410508219.3,10654915041,104032700990,614051084,5363815607.5
"ABEV3",2009,40,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",131.44704469045,70770933375,11639091375,10564279348,14986318090,16436072426,40933236823,2429245098.6,7135034554.9,38856757350,2379800236.9,16973859640,173331140540,616445000,6283609460.6
"ABEV3",2010,44,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",92.7765544255574,71117012001,11718274187,12599915309,17588090922,12595281188,42047541961,2611516368.4,9847032419.2,40595405706,1840202655.2,16701988980,240537839110,3102980000,8382995087.4
"ABEV3",2011,48,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",133.884857654572,72189861878,14496373365,13519695110,22542660799,9235318271.9,42442540082,2276091819.3,12636109156,40071542587,1930291134.9,18321378132,293410696640,3116840000,8566901187.2
"ABEV3",2012,52,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",117.530190149943,80063937432,16870678896,15533986837,22941134488,12886672394,47646859962,2614552542.2,13195475705,42669033424,2179639121.6,20489831178,390729653320,3127027000,8056853900.2
"ABEV3",2013,56,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",137.888738632202,95854449004,19454172462,13308806053,23980469545,10462889729,48561445259,2920278385.5,15752642986,59793900531,3483775205.4,21460411359,378644189390,15662590670,10062816087
"ABEV3",2014,60,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",148.63472366333,94632979945,20646832011,15826790434,28628396939,8754212708.5,49950701868,3138343630,12752804604,55383668760,3474304651.7,20783151757,336951337620,15710945854,15819028880
"ABEV3",2015,64,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",249.816769917806,106879780520,22685448338,14725054028,35725167297,11497568243,55374217734,3644138773.7,16143054037,57284506328,4222305731.2,22260548503,331729131060,15679851000,13618580463
"ABEV3",2016,68,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",308.932376861572,93492681040,21358697438,13990891791,32085880058,9385345587.9,50852022686,3916283516,8783579151.3,49985007592,5127237468.4,19068855748,287111931590,15699593000,11519790662
"ABEV3",2017,72,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",346.490038553874,94077029571,20388118156,7941899526.9,31075012053,11027566262,51883919488,3912564848.7,11215899071,49836193794,4623364709.1,17789952081,362068951430,15707817000,9553451422.6
"ABEV3",2018,76,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",165.088276545207,98275412291,20982913032,11510668543,25922855756,12268323397,52445636889,4200398517.5,11968832634,58824233860,4763364433.4,17739431386,252434305130,15720176000,9202673984.8
"ABEV3",2019,80,"Ambev S/A","ON","Alimentos e Beb","Indústria de bebidas","Tradicional","Consumo não cíclico","Cervejas e refrigerantes","Bebidas","02326",158.080664316813,101842599740,22598412159,11791503305,25035530945,14189791095,52651229655,4679807318.3,11912322530,61338045940,4753084021.5,16068295262,293970660290,15730209000,7879047861.9
"CBEE3",2005,24,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",120.291110356649,8702286787.2,4346345780.2,265011426.84,1901905030.9,4088049751.8,4508578212.1,261406915.18,259115235.57,2712332004.5,621874884.94,730749621.6,4531652033.5,3922515918300,0
"CBEE3",2006,28,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",96.7511024475098,8950400293.4,4658516916.9,389226998.56,2187903731.6,3778612305,4494385442.6,286804950.69,293621275.24,2983884256.7,744195194.74,792952178.91,7029783257,3922515918000,0
"CBEE3",2007,32,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",113.58053334554,9375480046.3,4875760899.1,298941075.68,2190249166.1,4100819752.9,4146303030,258109652.5,905161860.34,3084411127.2,645198095.08,960313428.84,8794642290.9,3922515918000,0
"CBEE3",2008,36,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",174.038621902466,8260411932,4440327561.6,518007932.46,1948764008.1,3465772511.5,4512690279.8,283556260.21,849439048.89,2845875412.4,543905935.89,1015200630,5648167477,3922515918000,66795788.779
"CBEE3",2009,40,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",131.44704469045,8098830805.3,4571628111.8,392285159.29,2244770602.8,3392354835.5,4845709396.7,301473000.62,720653962.19,2461705367.1,431232892.93,852981662.4,9553078305.2,3922515918000,504553956.03
"CBEE3",2010,44,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",92.7765544255574,7187980066.4,67938781.448,360085039.87,1762519055.3,2786846448.8,5256961302,286815602.77,62601460.387,2638614562.3,445077253.65,769397409.99,8889350133.3,3922515918000,190397222.74
"CBEE3",2011,48,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",133.884857654572,7288716153,64765167.662,329117324.92,1735394824.5,2994044228.3,5182544889.9,285120694.62,93075090.444,2559277100.3,484130345.8,907852942.69,11476525342,3922515918000,80198409.528
"CBEE3",2012,52,"Ampla Energ","ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica","00305",117.530190149943,7730167693.9,63720285.791,729353649.84,1569423957.2,3126068082.5,5456358433.9,261110664.42,30767685.323,3034675654.2,481770832.84,1044277089,6552443715.4,3922515918000,19451362.297
