"Código","year","Quarter","NOME","CLASSE","SETOR_ECONOMATICA","SETOR_NAICS","SEGMENTO_LIST_BOVESPA","SETOR_ECON_BOVESPA","SEGMENTO_BOVESPA","SUBSETOR_BOVESPA","ID_CVM","PU","AT","K","LL","D_CP","D_LP","V","DEP","CAIXA","PL","DESP_FIN","EBIT","V_MERC","QTD_ACOES","DIV_PAGOS"
"CRDE3",2012,52,"Cr2","ON","Construção","Construção de edifícios residenciais","Tradicional","Consumo cíclico","Incorporações","Construção civil","02063",117.530190149943,990440661.59,10618569.34,-37898964.524,299249112.2,79747924.492,232681636.58,3811036.0238,16827394.515,574443461.73,33616353.445,-17494104.075,335864861.55,48443062,0
"CRDE3",2013,56,"Cr2","ON","Construção","Construção de edifícios residenciais","Tradicional","Consumo cíclico","Incorporações","Construção civil","02063",137.888738632202,814981730,8535250.5095,-44210224.798,204014121.91,64566413.421,152671414.67,3778401.1658,4490253.6204,498228324.55,20188693.928,-6496002.5954,256941936.96,48443062,65602.088953
"CRDE3",2014,60,"Cr2","ON","Construção","Construção de edifícios residenciais","Tradicional","Consumo cíclico","Incorporações","Construção civil","02063",148.63472366333,553624264.75,5818869.7144,-46844787.024,75245226.2,27255291.913,25858290.956,2782196.2724,2170926.37,423135193.19,15677892.431,-31732253.665,169706669.39,48443062,4158209.4217
"CRDE3",2015,64,"Cr2","ON","Construção","Construção de edifícios residenciais","Tradicional","Consumo cíclico","Incorporações","Construção civil","02063",249.816769917806,344122701.28,2635956.5191,-43944856.051,32388841.635,10593605.83,34900348.768,3021156.9996,1346423.8335,279766960.69,3829485.3926,-36361740.13,77511977.006,48443062,7196730.2085
"CRDE3",2016,68,"Cr2","ON","Construção","Construção de edifícios residenciais","Tradicional","Consumo cíclico","Incorporações","Construção civil","02063",308.932376861572,256751494.01,1000256.6379,-52748204.846,14859999.953,15520147.031,19061746.9,1470834.4543,500685.87565,210489903.28,470577.81631,-38482560.286,75627304.417,48443062,98129.971174
"CRDE3",2017,72,"Cr2","ON","Construção","Construção de edifícios residenciais","Tradicional","Consumo cíclico","Incorporações","Construção civil","02063",346.490038553874,240351828.01,231802.22537,-4863513.9809,11751506.276,14357656.529,12443663.388,756065.20238,274046.55616,199600130.24,529678.91685,-8745659.6619,77659954.073,48443062,349869.714
"CRDE3",2018,76,"Cr2","ON","Construção","Construção de edifícios residenciais","Tradicional","Consumo cíclico","Incorporações","Construção civil","02063",165.088276545207,195536732.73,42807.364559,-16397308.79,7748132.9852,12856826.516,5513797.3716,178538.03267,641066.38633,174380497.9,8116693.9532,-19272710.79,50452085.753,2422153.1,0
"CRDE3",2019,80,"Cr2","ON","Construção","Construção de edifícios residenciais","Tradicional","Consumo cíclico","Incorporações","Construção civil","02063",158.080664316813,173658929.97,26025.466624,-9350149.3745,7633469.5568,8194018.0687,33796070.371,15014.692283,280274.25595,157831442.34,4484388.0953,-6179046.3643,86815225.719,2422153,0
"CRPG5",2005,24,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",120.291110356649,1068813324.8,656584063.61,99987388.866,115438896.87,89545647.935,673297990.9,38502738.134,29088156.993,863828780.06,12391033.947,99323620.986,609493040.82,2321291000,0
"CRPG5",2006,28,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",96.7511024475098,1061251022.2,658045161.55,34093842.031,126316859.92,70069453.971,605716073.02,34900314.849,55921558.35,864864708.39,5999668.9938,52606058.988,489743930.07,2321291000,0
"CRPG5",2007,32,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",113.58053334554,932378909.84,619798115.08,-20954788.539,94770312.252,43601869.267,578297963.53,34902551.584,39094289.15,794006728.32,-2255739.7041,-20980133.929,547727653,2321500000,0
"CRPG5",2008,36,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",174.038621902466,1042308115.1,573382679.63,-36647110.771,244595118.29,97264786.135,475812301.48,33350030.579,12166612.502,700448210.69,50949185.598,-19314888.542,204084876.17,2321500000,0
"CRPG5",2009,40,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",131.44704469045,865278903.23,527320087.89,1242430.7617,160324747.93,41808501.058,520680848.5,33655049.184,24246812.834,663145654.24,-33002067.108,-36277566.388,532612772.34,2321500000,0
"CRPG5",2010,44,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",92.7765544255574,772123559.62,432279680.83,-44861491.603,150581440.84,38755982.903,471878837.15,72712875.997,10997914.143,582786135.88,5747243.3155,-41502128.737,449648693.17,2321500000,11571138.759
"CRPG5",2011,48,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",133.884857654572,782057314.21,369396459.01,51334617.359,147542042.58,46866111.807,596759841.84,65204821.044,6685547.6982,587649159.83,9335984.8151,71394389.659,556680256.05,2321500000,6247458.9185
"CRPG5",2012,52,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",117.530190149943,899559722.25,311884071.43,74089023.833,228297023.38,61652155.692,673766925.03,63584282.954,17653759.58,609610543.18,14284732.776,101192024.01,926600542.37,2321499770,3830253.816
"CRPG5",2013,56,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",137.888738632202,781150593.15,255407077.55,16071116.004,119606566.05,73290095.462,565217827.89,61455199.457,4417672.5859,588253931.64,7344642.3844,16037617.065,655343210.81,2321500000,27452380.543
"CRPG5",2014,60,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",148.63472366333,684064802,216423650.63,-67702732.77,133910084.23,74229940.998,517728554.71,53281485.331,4967551.7602,475924776.77,8371511.8388,-29334396.624,227324224.34,2321500000,3398713.1267
"CRPG5",2015,64,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",249.816769917806,666446611.07,172561518.65,-24780835.837,181865591.8,79344187.595,500868480.82,55262638.785,11495567.571,405236831.68,36360554.897,-7626969.5145,104815176.94,23214998,0
"CRPG5",2016,68,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",308.932376861572,718521030.29,166423970.66,93668402.825,139057974.95,109131679.07,540771968.87,32286990.743,1938066.9307,470331376.27,18814191.746,53364862.506,156286341.17,23214998,5933517.9161
"CRPG5",2017,72,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",346.490038553874,677456085.09,130216524.88,85567516.801,84121460.863,105318366.22,615499899.64,19979402.089,8425036.0231,488016258,18674160.586,102360179.88,433843055.17,23214998,8786820.8047
"CRPG5",2018,76,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",165.088276545207,699326165.41,131838330.18,162534342.82,57972656.516,109859358.69,664083175.39,19340576.124,49347494.598,531494150.2,30916313.95,160314624.36,826524852.81,23214998,112961326.49
"CRPG5",2019,80,"Cristal","PNA","Química","Indústria química","Tradicional","Materiais básicos","Químicos diversos","Químicos","01139",158.080664316813,790179211.77,136847909.39,110017655.25,99186056.244,112895471.27,589912245.12,25959401.978,195755552.11,578097684.25,20829382.115,107655343.67,757302372.99,29018747,17757376.074
"CARD3",2006,28,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",96.7511024475098,470291772.59,116924302.76,-34605015.459,124585794.53,97182011.104,669928416.33,39183174.284,75843066.19,248523966.95,34238436.905,-24267500.248,1075533126.4,48451000,32741574.478
"CARD3",2007,32,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",113.58053334554,579058325.23,240625232.74,-19211805.57,188556053.59,158580255.88,621235003.72,65260479.788,4608961.6771,231922015.76,42155232.396,3021950.3382,544514508.39,48572000,0
"CARD3",2008,36,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",174.038621902466,560608564.92,90836308.172,17554973.04,193894456.32,132028640.04,669745417.03,63925801.051,2941783.4436,234685468.55,37608068.817,45238664.796,205659012.81,48572000,0
"CARD3",2009,40,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",131.44704469045,492466728.35,74222884.296,31542563.926,147979857.06,113848307.43,696805997.87,64341677.145,19391802.854,230638563.85,27467602.805,66717120.05,718000384.22,48090000,0
"CARD3",2010,44,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",92.7765544255574,521319460.27,63377979.78,55076220.952,138052150.47,129030528.16,638728859.16,40075732.6,50123826.886,254236781.64,20676078.59,88911470.45,538151667.89,47774000,3817609.2884
"CARD3",2011,48,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",133.884857654572,517784951.69,69632646.924,35431994.658,117639354.16,163790442.5,622090760.92,37398700.358,40629605.108,236355155.04,23279724.831,61279232.658,335182435.33,46571403,23290677.05
"CARD3",2012,52,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",117.530190149943,498567183.22,54143912.105,32810684.464,108877662.6,151215937.13,551367328.17,41538518.709,28944951.647,238473583.5,17544365.993,52909538.529,279221230.92,45079000,9532024.9346
"CARD3",2013,56,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",137.888738632202,483438542.96,54989904.223,249846.25367,100459130.81,168665762.28,492435799.67,35568894.314,18608660.637,214313649.87,19899765.579,11621340.268,186823583.02,42900000,10468418.449
"CARD3",2014,60,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",148.63472366333,465564670.14,53741905.365,14753117.15,115814658.69,140993469.37,521122020.88,34610206.811,16879444.428,208756542.09,22569763.82,35179501.098,168267348.61,41247000,55092.995492
"CARD3",2015,64,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",249.816769917806,445622435.29,46458733.648,22531265.03,118001722.58,124737397.45,549438113.1,34472479.927,22180436.285,202883315.25,24695499.115,48305325.49,145684078.08,41247000,3756000.9932
"CARD3",2016,68,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",308.932376861572,395261948.32,43571937.428,38925260.27,119398527.31,60167053.689,519447657.07,36712875.465,20880496.707,215696367.32,18220951.466,64653154.53,225479702.42,41266000,6881364.2286
"CARD3",2017,72,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",346.490038553874,433883939.25,41610665.83,48959013.012,121556437.07,69826629.235,527352229.1,34289398.348,69029402.89,242500872.94,11410302.065,74359770.886,440283522.09,41266000,13423948.5
"CARD3",2018,76,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",165.088276545207,410781558.47,42360497.436,34244847.565,99113666.103,60216388.868,438275371.42,34987189.912,30433948.037,251451503.5,7393145.084,50087748.78,295489464.94,41076000,16787795.482
"CARD3",2019,80,"Csu Cardsyst","ON","Outros","Serviços de apoio a empresas","Novo Mercado","Bens industriais","Serviços diversos","Serviços diversos","02004",158.080664316813,496191536.87,43815875.021,26858281.556,139894890.94,98778657.593,434126804.84,59059791.607,28569956.477,257517988.33,12319054.528,44657698.768,504428637.09,41104000,8675489.2013
"CCPR3",2007,32,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",113.58053334554,1255201191.8,1082753108.3,37791926.036,64026354.263,446386906.8,127682275.9,4396450.3308,109355609.33,679205759.44,40585767.865,108302800.83,2073808284.2,88566600,10734747.459
"CCPR3",2008,36,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",174.038621902466,1340862316.3,804458112.31,62239522.181,47480900.237,604818157.78,198378927.2,16056467.582,120333301.98,625999734.94,53178534.628,144915050.63,981516141.84,88566000,14782553.85
"CCPR3",2009,40,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",131.44704469045,1339472722.3,856047148.52,110318674.59,101995800.34,467120434.89,255047739.8,11578960.55,93148775.615,708619679.01,42426186.806,184209773.4,1870051320.1,86500357,26200464.614
"CCPR3",2010,44,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",92.7765544255574,2052767340.3,3852602.6516,156456993.15,155597156.23,1056183018.4,403698434.86,13739060.926,6735389.2378,782689888.95,84383995.794,246331614.26,2086879204,86370000,24738641.421
"CCPR3",2011,48,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",133.884857654572,2224300337.9,10057266.698,177948533.09,627918906.3,731925876.4,483926947.44,13175520.048,552691239.82,803472032.53,111393459.84,268761207.91,2101359327.3,82650000,34889077.492
"CCPR3",2012,52,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",117.530190149943,2747493837.2,2761448.911,226230371.57,327750576.34,1353772241.1,716816257.86,16802263.556,202512659.4,929110773.49,99355985.71,332303714.8,3045967585.4,82650000,39930137.331
"CCPR3",2013,56,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",137.888738632202,4359503074,2852992.9749,207834396.75,635286442.05,1986586186.1,449853065,11675776.044,208322922.94,975854801.59,64705992.333,319080185.93,2425591178,82752000,101454328.46
"CCPR3",2014,60,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",148.63472366333,5710706423.4,3103572.0794,128497853.29,533666171.26,3154400614.7,500901579.8,11107797.281,751612749.69,1015071389.3,138411969.01,320327728.39,1355411778.1,82752000,46386990.466
"CCPR3",2015,64,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",249.816769917806,5755704692.7,4544180.438,27625393.231,612609806.68,2672059878.6,455476456.2,30755591.598,670927974.2,1423025393.7,281842302.36,308126012.69,1228888163.4,119415612,27575613.477
"CCPR3",2016,68,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",308.932376861572,5389229994.9,4062357.7839,-23780906.423,570857725.94,2462907275.7,469742596.44,35455027.653,388703966.95,1311016414.9,343468280.47,321045582.05,1322262394.2,119416000,6172152.1642
"CCPR3",2017,72,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",346.490038553874,3942184623.7,847052.99178,188695676.96,358837427.19,1548618674.7,483396461.31,56363685.968,184492907.64,1257589897.5,275377794.18,510257356.57,1151214773.1,119416000,373687934.25
"CCPR3",2018,76,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",165.088276545207,3746610174.8,732945.60782,-926100.78937,382309440.63,1511558321,511356939.46,45866525.002,225413140.95,1091507401.9,166517515.89,222379038.47,1086969612.5,119664000,125289847.49
"CCPR3",2019,80,"Cyre Com-Ccp","ON","Outros","Locadora de imóveis","Novo Mercado","Financeiro","Exploração de imóveis","Exploração de imóveis","02104",158.080664316813,5316810643.3,8950758.5598,32842136.921,259483912.04,1891431817.3,471287167.26,52924788.34,401694068.53,1905891966.9,158042649.01,271354527.76,4199656217.4,165114000,0
"CYRE3",2005,24,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",120.291110356649,3728840000.3,231283196.28,268449996.52,846724153.95,577167177.44,1446946762.6,6484340.0229,200506212.14,2139985546.3,106713289.98,324905975.4,9995772936.5,148709000,0
"CYRE3",2006,28,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",96.7511024475098,6196167317.8,292941068.36,493420842.77,1310605900.6,676359833.4,2274173921.1,10300857.355,844694741.75,3968314670,106816917.42,505106552.44,14718940735,354458000,152736990.9
"CYRE3",2007,32,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",113.58053334554,9209280576.3,20516118.328,823040847.31,1796543627.1,2987971918.6,3328647103.2,20728629.675,407115199.92,4037235968.2,231918116.47,936239207.69,16779646744,355641000,116978722.77
"CYRE3",2008,36,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",174.038621902466,13912726658,182466051.05,511237044.16,5392484189.2,4084230014.4,5241899118,-113405935.84,1516918298.6,3904488518.8,370981351.41,833520649.99,6024703736.5,355724636,0
"CYRE3",2009,40,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",131.44704469045,18620030985,234965893.72,1287167093.2,6745405444.4,4629378199.6,7214260693.8,64205786.28,2756581483.9,6799491773.3,397674908.65,1740973753,18262218867,422365000,0
"CYRE3",2010,44,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",92.7765544255574,20067129083,281151676.98,1000225298,6534855604.2,5730524819.6,8148629537,99202851.928,404183342.89,7209432664.4,370563052.62,1247703361.5,15399290048,422944000,0
"CYRE3",2011,48,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",133.884857654572,20991914136,308724292.23,779439733.76,6501802311.8,6787938433.6,9585978612.6,51814950.414,415392651.67,7110680002.2,490840927.14,1143378858.3,9600400620.4,413477000,223048208.36
"CYRE3",2012,52,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",117.530190149943,20444619104,257076406.35,975891314.6,6341908385.6,6129831178.8,8630197512.9,194439708.38,1839722204.6,7483480721.7,382067448.57,1362220678.2,10875016496,411206000,174856778.12
"CYRE3",2013,56,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",137.888738632202,20081356348,218528933.04,1003337889.4,5425403023.7,6010368476.2,7498014485.3,141019367.04,1856589365.8,7623272601.5,250248240.94,1398597454.4,8331085642.3,414495000,291377959.13
"CYRE3",2014,60,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",148.63472366333,17604326581,224886984.12,867713367.26,5325149900,3926232493.7,7631595856.8,116219985.72,1205697089,7423244641.7,344329910.09,1259613455.5,5627511671.4,387895000,223845464.16
"CYRE3",2015,64,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",249.816769917806,15087518198,165542573.28,530747000.56,3600190361.9,3571295585,5145311270.3,100409320.33,981979140.07,6977513207.7,371319040.44,797432552.93,3367200369.7,378795000,186056573.02
"CYRE3",2016,68,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",308.932376861572,13247210459,95554059.43,168774629.51,2538006811.7,3163519586.3,3563132706.7,118474098.37,572897268.18,6705796328.8,252628920.11,266735103.46,4370347976.2,381616000,118935755.28
"CYRE3",2017,72,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",346.490038553874,11266824070,66246692.998,-102907189.8,2386395244.7,1985397975.4,2896195495.9,72068828.331,211904062.38,6417445692.6,181520639.85,18217055.263,5479579283,382659000,38936274.735
"CYRE3",2018,76,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",165.088276545207,10262562405,71936210.019,-88081895.032,1753989999.5,2726643275.8,3284846089.3,64074272.089,181492784.91,5375506614.3,157539454.23,54753751.517,6204884466.2,384157000,448955286.84
"CYRE3",2019,80,"Cyrela Realt","ON","Construção","Construção de edifícios residenciais","Novo Mercado","Consumo cíclico","Incorporações","Construção civil","01446",158.080664316813,9997560884.3,92479493.691,416248310.25,2192189116.5,2624859496.1,3934672183.4,75756129.426,212645078.97,4767040678.5,150075853.29,590473794.61,11424817123,384427000,799544375.84
"DASA3",2005,24,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",120.291110356649,1246436349.4,449179706.78,21335096.084,328321439.24,358680417.65,1109668658,161434230.04,110536256.89,558690904.42,87726587.858,87587952.794,4898329688.3,53608000,0
"DASA3",2006,28,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",96.7511024475098,2074588191.1,562195052.52,33625436.102,345092977.25,773934898.17,1365403284.7,183032671.81,677481971.08,955560315.64,127151844.4,95184157.987,5336664737.2,57403000,0
"DASA3",2007,32,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",113.58053334554,2375557110.5,787814654.59,110390871.03,498033012.9,877223442.05,1674394444.8,246704227.03,90403106.602,998959299.55,124208007.83,100373593.07,4129681718.3,57403000,0
"DASA3",2008,36,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",174.038621902466,3409344760.5,871780403,-23895087.045,653657653.88,1871101293.3,2094087742,305939955.39,906142937.27,881618257.02,265268602.69,145743462.73,2375553531.9,57403000,0
"DASA3",2009,40,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",131.44704469045,2856660693.6,750279935.48,147916323.67,632287839.08,1272805017.1,2450117582.5,185522796.82,506207589.02,951567837.41,301262987.46,260566320.75,5773415098.4,57403000,0
"DASA3",2010,44,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",92.7765544255574,3240950323.8,769923976.79,163245705.61,1142368339.3,1073964646,2502803653.5,152172805.69,547679460.86,1024617338.5,628314167.74,488995590.79,8591608022,229153000,38877626.498
"DASA3",2011,48,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",133.884857654572,6700874547,1026160382.2,227579298.02,923445774.04,1800177202.7,3410636930.3,196770704.59,391064642.97,3977764760,405552864.76,586025102.14,7533533759.5,310643980,41784281.963
"DASA3",2012,52,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",117.530190149943,6315520878.6,1059157573.3,125938627.2,592744713.08,1868585850.2,3347062344.8,225557748.84,337817742.87,3853625607.9,243354902.72,362109032.22,6057143717.7,310643980,53811296.471
"DASA3",2013,56,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",137.888738632202,6548778778.1,1005219413.2,183268508.12,1020011986.4,1747839247.5,3472007307.3,202103286.59,747976872.98,3780095653.8,248387654.03,404069785.85,6313121207.8,310643980,28613677.096
"DASA3",2014,60,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",148.63472366333,6046503477.8,896216122,107941607.28,1065208638.7,1344939388.1,3538508979.3,222577013.53,360709582.34,3635182757.2,252924071.88,326223990.64,4540923663,310750556,41151844.157
"DASA3",2015,64,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",249.816769917806,5549015596.7,884638386.03,28223935.516,887113150.96,1355163736.1,3312011808,220568165.61,376605176.27,3305664889.3,252813594.15,188662898.74,3721607637.4,310889283,23164179.051
"DASA3",2016,68,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",308.932376861572,5714651281.6,909992676.09,105643604.64,1061391610,1462871430.2,3390808671.5,255536020.5,321034430.92,3189261977,235118295.82,334517265.94,6130103192.2,310889283,25213827.025
"DASA3",2017,72,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",346.490038553874,6766119567.1,1034775965.9,142377476.21,1617610166,1552381669.7,3682089528.6,246220540.43,554229372.17,3612933392.7,239041170.57,364021564.81,9283269654.6,311816942,38853952.449
"DASA3",2018,76,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",165.088276545207,7542023877.5,1053525784.6,192505762.5,1471367426.1,2602824539.9,4106845632.5,271256696.15,568783541.06,3483722840.5,209037757.88,360925595.91,8617364797.5,311707742,182714360.92
"DASA3",2019,80,"Dasa","ON","Outros","Laboratório de exames médicos","Tradicional","Saúde","Serviços médico-hospitalares análises e diagnósticos","Serviços médico-hospitalares análises e diagnósticos","01962",158.080664316813,8847838850.1,2173264598.3,124899217.26,1562335787.9,4018924626.7,4368860047.9,456097303.57,568365160.71,3275433100.1,350275754.32,398668107.55,18193269670,314944846,158051657.83
"PNVL3",2005,24,"Dimed","ON","Comércio","Loja de artigos para saúde e cuidados pessoais","Tradicional","Saúde","Medicamentos e outros produtos","Comércio e distribuição","00934",120.291110356649,456892857.6,42048434.914,26817482.693,207727838.64,21906440.589,1360016276.1,9105803.0448,9393575.8284,227258578.37,30842100.601,20429767.108,198092035.21,4712000,0
"PNVL3",2006,28,"Dimed","ON","Comércio","Loja de artigos para saúde e cuidados pessoais","Tradicional","Saúde","Medicamentos e outros produtos","Comércio e distribuição","00934",96.7511024475098,477150864.64,40201448.044,29330357.382,215175501.31,22186148.682,1493860556.1,8907858.8522,11154170.766,239789214.64,37722969.712,41557788.692,308790767.3,4679000,0
