"Código","year","Quarter","NOME","kz","kz_quintile","kz_dum","SETOR_NUM","CLASSE","SETOR_ECONOMATICA","SETOR_NAICS","SEGMENTO_LIST_BOVESPA","SETOR_ECON_BOVESPA","SEGMENTO_BOVESPA","SUBSETOR_BOVESPA","ID_CVM","PU","AT","K","LL","D_CP","D_LP","V","DEP","CAIXA","PL","DESP_FIN","EBIT","V_MERC","QTD_ACOES","DIV_PAGOS","INV_AT","FC_AT","D_AT","CV","TAM","INV_K","FC_K","D_K","ALAVANC","CAIXA_AT","CAIXA_K","DIVIDENDOS_AT","DIVIDENDOS_K","QTB","COB_JUROS","ROA","LN_PU","DIV_PL","ROE","ROK"
"CEED3",2011,48,"Ceee-D",2.41022848332668,1,1,6,"ON","Energia Elétrica","Empresa de eletricidade, gás e água","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",2064,133.884857654572,5991131608.9,92621355.637,-317445388.15,2249538945.5,1823517947.1,3173798313,125449851.26,84710723.958,1918074716.4,146122947.85,-171322440.3,1522225431.4,387229828,0,-0.105545996456969,-0.0286642303731974,0.60809247435536,0.0497633050023608,22.5135461475752,-0.0435791644195533,-1.98257227566096,42.0589447195589,0.679847674599799,0.0126470007894174,0.87473456670256,0,0,0.933927459661885,-1.17245403833399,-0.0529858812779919,4.89698015933123,2.12351315502696,-0.165502097199742,-3.27798466452478
"CEED3",2012,52,"Ceee-D",2.44423789452918,1,1,6,"ON","Energia Elétrica","Empresa de eletricidade, gás e água","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",2064,117.530190149943,5163353625.8,256482133.09,-456319084.49,1549770068.9,2053758147.8,3235906634.7,101001324.38,286311103.17,1559825409.1,256765965.09,-212536955.48,1087633423.4,387229828,0,-0.138167217336757,-0.0593072867206197,0.601477058415284,0.0195690827125346,22.3648521328091,1.76914682716587,-3.83624011618395,38.9060189404146,0.697904594156414,0.0477891526777139,3.09119966125421,0,0,0.908549361534997,-0.827745824511839,-0.0883764927914072,4.76669523802776,2.31021253768343,-0.292544974474605,-4.92671567320174
"EEEL3",2007,32,"Ceee-Gt",3.13949970192694,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,113.58053334554,3493050949.9,2127291217.5,148471344.58,827751190.55,2070848983.8,1075176786.4,117510975.95,65254630.852,594450775.5,187103567.78,284732060.16,4969329943.7,387229828000,0,0.0122965524827304,0.0770824674348319,0.840022950024347,-0.548503998893764,21.9740413889516,-0.0376944877314089,0.120320269790241,1.31121630301175,0.829819036700416,0.018910986067038,0.0295187092643237,0,0,2.25245214882286,1.52178851284543,0.042504774968785,4.73251213020812,4.87609789374394,0.249762218671712,0.0671627805953011
"EEEL3",2008,36,"Ceee-Gt",2.72508186227959,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,174.038621902466,3296222325.7,1986342622.2,228082103.59,841539679.2,1654287435.3,1100184666.9,112257204.38,9018646.4896,800395211.14,233065462.65,418640820.48,2742505687.5,387229828000,0,-0.0563486267515323,0.0974332504310432,0.714512084220086,0.0232593195987179,21.9160428999045,-0.0662573107717914,0.159987172969185,1.17324186456855,0.757178026216847,0.00258188231976925,0.00423949782493755,0,0,1.58919280448947,1.79623705597548,0.0691949999281567,5.15927723954065,3.11824343744536,0.284961854363351,0.107217150954087
"EEEL3",2009,40,"Ceee-Gt",0.686987378695116,0,0,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,131.44704469045,6108539671.5,1954262406.6,2804676261.1,828064219.32,1796247803.4,1165299459.9,109833350.07,58178938.196,3484227648.8,220180261.73,2791404841.6,2723443178.5,387229828,0,0.853194071247231,0.322235516634966,0.796157468584189,0.0591853303895559,22.5329535752622,-0.016150393814975,1.46727436575972,1.32117792438719,0.429613649716543,0.0176501863185593,0.0292894778301455,0,0,0.875455589847519,12.6778159843547,0.25578335364572,4.87860406853784,0.753197634380703,0.713065028438213,1.41198010340917
"EEEL3",2010,44,"Ceee-Gt",1.47133546490823,2,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,92.7765544255574,6528986717.2,778042437.05,236685110.48,819141308.94,1938180739.4,1241994444.3,102798836.58,36584728.034,3771664668.9,136075858.62,110304079.81,2073992875.9,387230000,0,0.0688293877604884,0.0555753036431762,0.451388088908477,0.0658156869021302,22.5995175947178,-0.601874121703222,0.17371461780848,1.41092723220171,0.422320057882673,0.00598911196479409,0.0187204788417588,0,0,0.739979285225433,0.81060726662788,0.0362514308470678,4.53019396159539,0.731062353203359,0.0627534871887295,0.121112246585033
"EEEL3",2011,48,"Ceee-Gt",1.48424708197592,2,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,133.884857654572,5886567640.2,691391712.06,137955721.32,952888469.24,1540471915.8,1192984589.5,95605053.147,26449610.072,3393207255.2,160808309.59,209093516.12,1583630248.2,387229828,0,-0.0983949125378993,0.0357728977839251,0.381890865005358,-0.0394606071105434,22.4959389211495,-0.11137017836526,0.300190276705936,3.20465859740729,0.423567779633692,0.00405110489845553,0.0339950738063665,0,0,0.692592166171301,1.30026561844415,0.0234356809862993,4.89698015933123,0.734809340401766,0.0406564382734319,0.177311306878155
"EEEL3",2012,52,"Ceee-Gt",1.35528690351258,2,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,117.530190149943,5435304603.3,443654559.43,-192556364.75,636105965.47,1450656523,1408609472,93051071.574,173214396.04,3348542114.8,83384522.094,335445084.68,1217352308.3,387229828,0,-0.0766597896231203,-0.0169037882953162,0.354495627336256,0.18074406358457,22.4161814007145,-0.3583166362985,-0.14392028634466,3.01820581888738,0.383927422800657,0.0294253640877411,0.250530043994754,0,0,0.60789873575143,4.02286990746137,-0.0354269684597053,4.76669523802776,0.623185379466143,-0.0575045372429192,-0.278505457024179
"EEEL3",2013,56,"Ceee-Gt",1.62515640684381,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,137.888738632202,4425811432.3,472240126.8,-267064708.34,642981427.5,1364663029.1,1026614068.9,57586071.998,88714961.101,2418166975.6,74293667.844,-498238095.07,873522844.53,387229828,0,-0.185728904758547,-0.0385403673999828,0.369371103025408,-0.271186166707816,22.2107194731263,0.0644320378601006,-0.472166084827652,4.52524247509005,0.453621779272695,0.0163219851647574,0.199964046836303,0,0,0.650991879162081,-6.7063332519292,-0.0603425411193382,4.92644711817385,0.830234006525484,-0.110440970799271,-0.601965431580643
"EEEL3",2014,60,"Ceee-Gt",1.86744663954933,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,148.63472366333,3958947239.1,493142649.6,-367513567.29,768540728.43,1288545148.5,880119785.15,41676539.352,97031882.442,1893826967,135649448.81,-622510185.18,577001427.86,387229828,0,-0.105486688789491,-0.0736219861424754,0.464792933091814,-0.142696547990002,22.0992439781566,0.0442624876916749,-0.689981662816206,4.35601669614408,0.520660910070545,0.0219240887069548,0.205471489895424,0,0,0.665350444374403,-4.5891095809164,-0.0928311354241609,5.0014917770144,1.08620582174338,-0.19405868312889,-0.778234517639046
"EEEL3",2015,64,"Ceee-Gt",1.72096527496025,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,249.816769917806,3598797714,700634635.26,100681923.75,518641038.38,1316708875.8,783739564.77,31343466.793,47802787.017,1756459670.5,233706465.08,26455569.003,280616939.96,387229828,0,-0.0909710343050376,0.0333486107718409,0.463595446802983,-0.109508071521848,22.0038656582953,0.420754493305947,0.267722515280495,3.72174241199518,0.510981963522856,0.0120746208852905,0.0969350086750233,0,0,0.587964932262931,0.113199987830649,0.0279765443215462,5.52072772881606,1.0449143495891,0.057320942485027,0.204163894223437
"EEEL3",2016,68,"Ceee-Gt",1.37051135481053,2,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,308.932376861572,4661996584.4,516581815.86,1030121602.6,390559515.5,1819005167.6,2164052448.5,33894984.134,41988476.529,2432879504.5,110257943.52,1283831067.5,891077813.87,9680746,0,0.295431684382803,0.295658903692968,0.613973015072333,1.72050895169211,22.2627096449128,-0.262694434641672,1.51864685698724,3.15366179732186,0.475948572306321,0.011667362232019,0.0599292047750657,0,0,0.665088967963938,11.6438872929561,0.220961466605745,5.73312240783948,0.908209666369854,0.423416614219745,1.47026931121915
"EEEL3",2017,72,"Ceee-Gt",1.64415162758154,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,346.490038553874,5119361896,815722862.96,427949152.37,906429023.49,1679774323.5,1101846965,28483510.834,309069272.77,2517652713.2,101371229.26,414230576.74,1737814039.5,9680746,0,0.0981050293195063,0.0979049758919424,0.554741579100244,-0.490840914801423,22.3562956385434,0.579077772224702,0.883563163066698,5.00637704926666,0.506715572792569,0.0662954738757659,0.598296849174733,0,0,0.844639913007236,4.08627358831339,0.0835942371459179,5.84785406945444,1.02722799432606,0.169979421755142,0.828424732019563
"EEEL3",2018,76,"Ceee-Gt",1.89598423353124,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,165.088276545207,5323302511.2,707344715.65,181029212.47,701502032.43,2127678454.6,1068545949.2,25875485.753,1702897.8438,2477168219.7,264370974.94,318174611.78,2127901204.3,9680746,0,0.0398371162936045,0.0404161109189535,0.552643189621068,-0.0302229046844086,22.3953597204822,-0.132861480572863,0.253645824602989,3.46831088779809,0.533168972374879,0.000425409527198962,0.00208759361926025,0,0,0.931204206580504,1.20351567282381,0.0340069368759567,5.10648034019899,1.14210268989025,0.0730790953276172,0.22192489715576
"EEEL3",2019,80,"Ceee-Gt",1.94758981030297,1,1,6,"ON","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",320,158.080664316813,5176664506.5,672858410.19,391613204.13,549952143.08,2177207456.5,1088630254.2,367629.7898241,2519465.3651,2435122833.7,190355267.79,431015760.6,3932290695,9680746,0,-0.0275464346411799,0.0736348973395957,0.512305959287899,0.0187959207697495,22.3674267681497,-0.0487545954567702,0.554158142765824,3.85548875850996,0.528285624590909,0.000473289909750414,0.00356186355726824,0,0,1.28643652417849,2.26427020173404,0.0756497168472627,5.06310543639972,1.11992691368109,0.160818665370967,0.553638410615869
"CLSC4",2006,28,"Celesc",1.64552093829144,1,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,96.7511024475098,7220448892.9,2876165148.7,435100231.45,1956297364.9,2795110557.4,6658887206.7,202935850.72,263637186.1,2456035578.1,234396436.81,475806743.27,2718558039.6,38571000,103336457.7,0.0234272593462033,0.0904353079185039,0.673465107236882,0.0586538756221601,22.7001829614503,0.0900704720498212,0.241816536018536,1.80079001343294,0.659236235710527,0.0373679651825222,0.0999188492468202,0.0146469214398081,0.0391646568959746,1.03455700230014,2.02992310696124,0.0602594434090991,4.57214172665127,1.93458432144363,0.177155508385019,0.164903574782576
"CLSC4",2007,32,"Celesc",0.967011220396223,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,113.58053334554,8244186617,3413994779.4,674557804.85,2302669618,2872104493.6,6174136987.8,228822079.61,960477199.05,2833542457.7,304370838.07,911741913.5,3195990307.1,38571000,192248681.94,0.14178311338879,0.12511408886895,0.716683157564961,-0.0727974815990661,22.8327741364239,0.186995392438815,0.314091798542347,1.79919227306504,0.646175019034284,0.133021812535015,0.333943688693998,0.0266255858592174,0.0668420177564889,1.01535358278268,2.99549693814726,0.0818222386498411,4.73251213020812,1.82625606951391,0.238061654243763,0.234533752401142
"CLSC4",2008,36,"Celesc",1.21998321522311,2,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,174.038621902466,8178977180.8,3369317728.3,475773642.24,2125514015.6,2778138915.7,6481667543.3,259083125.61,626412100.08,3015883986.3,455865978.81,812471618.77,2852557200.4,38571000,168071930.44,-0.00790974770822559,0.0891363577741777,0.594801301706147,0.0498094804355128,22.824832940721,-0.0130864438837401,0.21524835722776,1.43633873164909,0.619184301092448,0.0759822805063997,0.183483613935136,0.0203867207582887,0.0492302833777438,0.948310523460997,1.7822598231412,0.0581703105073908,5.15927723954065,1.62594216275407,0.157755949632432,0.139359803685352
"CLSC4",2009,40,"Celesc",1.34002211203184,2,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,131.44704469045,7678929798.7,3496118981.9,224631128.75,1894860450.6,2439311611.5,6459303994.8,243827036.98,678291308.78,3052204118.1,203396857.55,371368555.05,2389282772,38571000,121131704.81,-0.0611381314614561,0.0572758861376575,0.529916145538881,-0.00345027700828575,22.7617460252684,0.0376341039418618,0.139036506351202,1.28636489984185,0.586779221144765,0.0829310675144413,0.201314142350782,0.0148101287156485,0.0359514045803918,0.875571858364722,1.82583231384835,0.0292529212583801,4.87860406853784,1.42001383079125,0.073596365137543,0.0666696188558442
"CLSC4",2010,44,"Celesc",1.66559776657613,1,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,92.7765544255574,8334872547.6,510609824.79,455773558.33,1979839505.1,3121467984.7,6726665892.2,261042157.61,433671083.6,3233565057.8,100909194.97,454978709.08,2570659540.6,38571000,67900455.384,0.0854211154542718,0.0933483876960762,0.664325319221387,0.0413917501971167,22.8437140618025,-0.853949528767896,0.205031842351784,1.45913440481011,0.612043850780766,0.0564754588163338,0.124043571127067,0.00884243731405061,0.0194216660632925,0.920466028314868,4.50879336828783,0.0546827267876146,4.53019396159539,1.57761090270772,0.140950792757543,0.130365574137956
"CLSC4",2011,48,"Celesc",1.51077402187059,2,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,133.884857654572,8394453797.5,579067313.56,506754502.06,2073755822.6,2918420717.3,6557898015.4,243608653.55,692328909.13,3402277257.6,182994377.07,686597769.13,3178972649.5,38571000,91422869.904,0.00714842963221505,0.0900269501812676,0.598950555199249,-0.0250893800145028,22.8508370625242,0.134070057892354,1.46954312114657,9.77689088131656,0.594699388468461,0.0830641266769405,1.35588638431455,0.0109687184035375,0.179046437153064,0.973398554154113,3.75201566366905,0.0603677754722909,4.89698015933123,1.46730444403039,0.148945680699012,0.992449571976831
"CLSC4",2012,52,"Celesc",1.70992936466776,1,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,117.530190149943,7937314797.8,403860424.94,-381940315.49,1980924193.6,3146483291,6719152168.3,245239724.64,295458772.26,2809907313.2,224237634.35,-737978003.66,1775761758.2,38571000,113824026.65,-0.054457265562191,-0.016284631990078,0.610808946989145,0.0245893047621853,22.7948408683324,-0.302567395045768,-0.236070293813667,8.85459663243231,0.645987669031493,0.0351969025486795,0.510232170494262,0.0135594321436254,0.19656441312536,0.869710905848583,-3.29105328728242,-0.0481195876968195,4.76669523802776,1.82476036149419,-0.135926303937419,-0.659578440271306
"CLSC4",2013,56,"Celesc",1.9323015811161,1,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,137.888738632202,7855170402.8,308649453.79,277586166.77,2082042808.7,2789681375.9,6800810837.5,291936274.79,927510249.39,2983446218.2,162169759.68,202427109.67,990600476.23,38571000,2791.5782533,-0.0103491416294549,0.071752532949538,0.613774848132558,0.0121531209823248,22.7844378019642,-0.235752168992902,1.41019621232908,12.0628907507433,0.620193316603731,0.11685441147516,2.29661088859548,3.51703104187546e-07,6.91223522016235e-06,0.746301398979245,1.24824202779506,0.0353380197418828,4.92644711817385,1.63291838642201,0.0930421219181473,0.687331933578884
"CLSC4",2014,60,"Celesc",1.57487660978644,2,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,148.63472366333,8094901714.1,304782321.49,672993733.39,2312885278.5,2708013553.9,8193434224.8,286198929.42,590005317.84,3074002881.7,254090206.95,1032344355.1,753866184.38,38571000,70386548.693,0.0305189192604335,0.122109720556551,0.639183948270592,0.204773139641086,22.8145002824458,-0.0125292050658581,3.10770892684819,16.2673180553112,0.620254452707488,0.0751104416054031,1.91157091190393,0.00896053746560488,0.228046892125362,0.713382968779139,4.0629049324327,0.0831379746362769,5.0014917770144,1.63334226597189,0.218930742517007,2.18044686334645
"CLSC4",2015,64,"Celesc",1.41715074622604,2,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,249.816769917806,9468735090.8,207244969.92,154879038.75,3961885316.5,2870030406.1,8136257885.2,309410804.44,1092839838.4,2636819368.1,399501492.83,113450430.75,830244920.75,38571000,173052204.8,0.169715881084387,0.0573558345225221,0.843977600209761,-0.00697831190576209,22.9712611650858,-0.320022995734023,1.52334899517862,22.4157217820265,0.721523588648094,0.135003472185024,3.58564050912597,0.0213779253796956,0.567789509424279,0.809206358597433,0.283979992030409,0.0163568879332661,5.52072772881606,2.59096842402324,0.0587370680842656,0.508162802858241
"CLSC4",2016,68,"Celesc",2.31615138893602,1,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,308.932376861572,9621994934.3,176739883.88,-10947067.352,4541547620.3,2765647157.7,6811937273.9,262693932.83,1023076316.7,2314800156.3,544100582.1,104553023.83,683445353.04,38571000,32195551.451,0.016185883545196,0.0265871695705799,0.771718155374292,-0.162767777273747,22.9873174537529,-0.1471933724219,1.21473088381918,35.2587316392803,0.759426171796421,0.108047833938668,4.93655559937076,0.00340019560609334,0.155350218938621,0.830455657646978,0.192157529820073,-0.00113771285754646,5.73312240783948,3.15672813400872,-0.00472916304338682,-0.0528218723775335
"CLSC4",2017,72,"Celesc",2.63905555667119,1,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,346.490038553874,9813955962.8,164289285.64,72015752.121,4859903715.4,2958562209.6,7681140437.5,236184803.89,611561428.18,1995490037.7,483477700.41,330585718.58,1183222505.5,38571000,1326905.2621,0.0199502317150165,0.0320308374838509,0.812561841737115,0.127599995221677,23.0070712874225,-0.0704458889904755,1.74380875015317,44.2371339923956,0.796668127991986,0.0635586936343041,3.46023441203134,0.000137903342410825,0.00750767304453431,0.917233423975111,0.683766217758659,0.00733809611475507,5.84785406945444,3.91806813228271,0.0360892566539722,0.40746746314429
"CLSC4",2018,76,"Celesc",2.64774461712883,1,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,165.088276545207,10289162484,167122039.4,172306950.93,4634657305.3,3774263732.3,8002412907,224389940.53,728831924.49,1880241446.6,369016187.81,413122390.46,1946709426,38571000,15983852.293,0.0484215053543424,0.0404217109760516,0.856832970259311,0.0418261418488744,23.0543569922263,0.0172424741453153,2.41462423988662,51.1836240862725,0.817260010279039,0.0742648456191012,4.43627179734081,0.00162868596044114,0.0972908989818406,1.00645999902357,1.11952376103541,0.0167464505685417,5.10648034019899,4.47225597159645,0.0916408641249659,1.04880211913252
"CLSC4",2019,80,"Celesc",2.71055668290442,1,1,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 2","Utilidade pública","Energia elétrica","Energia elétrica",246,158.080664316813,9507560405.5,174967210.16,283852757.62,2430067887.3,5668990260.6,8023760467.1,227919024.94,566735566.11,1408502257.6,308635007.72,497609924.8,1942376516.3,38571000,36547762.977,-0.0759636248057525,0.0497389154224965,0.787144547527004,0.00266764041647075,22.9753531512043,0.0469427658264921,3.06226386655739,48.4619394125225,0.851854503413389,0.0550808257709307,3.39114797871477,0.00355206393463346,0.218689067631136,1.05615260234278,1.61229255383577,0.0298554776949716,5.06310543639972,5.75012081393486,0.201528081398795,1.69847590801959
"CEPE5",2006,28,"Celpe",0.0325091590077111,0,0,6,"PNA","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1436,96.7511024475098,6787837322.5,2249413576.4,443558013.3,1934559256.7,2555647190.4,4118542634.3,197763020.02,199062337.34,2297630875.5,482378682.12,673170599.98,3113215993.7,74612390000,374590331.53,0.0238270834961586,0.096732112443574,0.677269467815836,0.222660579513098,22.6383982185775,0.074319451609563,0.30629479080707,2.14452165598755,0.661507669335258,0.0300250879020297,0.0950721305014467,0.0565004298740277,0.178904263657735,1.12015389873834,1.39552311271612,0.065345999355305,4.57214172665127,1.95427668342195,0.193050162247439,0.211843213984739
"CEPE5",2007,32,"Celpe",-1.37308950716929,0,0,6,"PNA","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1436,113.58053334554,6464349501.1,2287056857.8,607365226.49,1752208691.2,2361874499.3,3876296641.4,265301894.31,295012540.24,2350266310.7,405335173.69,929770284.32,4219186927.6,74612000,611983936.4,-0.0476569790981463,0.128563352263515,0.606096315370263,-0.0588183768895652,22.5895682255618,0.0167347089014396,0.387953166974582,1.82895810430923,0.636426478756492,0.0434619343722494,0.131150866757079,0.0901588985303794,0.27206376934002,1.28911193874681,2.29383074717095,0.0939561244927503,4.73251213020812,1.75047532774048,0.258424002303425,0.270010474224148
"CEPE5",2008,36,"Celpe",-1.53765304082248,0,0,6,"PNA","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1436,174.038621902466,6475550180.1,2602537639.6,858442968.05,1664276244.5,2402873753.2,4076752214.5,256522411.73,241712244.15,2408400182.4,316762699.36,1061742663.1,4118007455.5,74612000,598457793.7,0.00173268462636404,0.172479130280668,0.629166166991422,0.0517131663658232,22.5912994108219,0.137941818422246,0.487511001738944,1.77833357479898,0.628077906059434,0.0373915804071035,0.105687028866659,0.0925781926856158,0.261671585321091,1.2640095784222,3.35185508030203,0.132566800375986,5.15927723954065,1.68873513107238,0.356437013384774,0.375348328189692
"CEPE5",2009,40,"Celpe",-1.83695943677814,0,0,6,"PNA","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Tradicional","Utilidade pública","Energia elétrica","Energia elétrica",1436,131.44704469045,6297383852.8,2620120583.7,768621672.57,1639147375,2164662055.7,4414335318.5,230209713.46,159129967.22,2493574422.1,301908910.28,1005122956.5,5991279973.9,74612000,655634595.54,-0.0275136972681523,0.154246567202816,0.587411003684209,0.0828068732750792,22.5634001226387,0.00675607677386074,0.383791331518847,1.46157710567622,0.604030105137821,0.0245739686658629,0.0611441559187047,0.10124770518416,0.251921273131238,1.55542200278054,3.32922587666531,0.122054124464439,4.87860406853784,1.52544451731124,0.308240919443942,0.29533546830398
"CMIG4",2006,28,"Cemig",-1.6935546032123,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",245,96.7511024475098,47265653011,22055111105,3500501375.7,11707561824,19856002289,19716368445,1369083326.1,2801273150.2,15319833001,2936595623.3,4689967320.2,32666053047,162084691000,4219046254.5,0.134185075782909,0.11685039647621,0.757398260152044,0.139728536746945,24.5790497166809,0.179966661092976,0.260526803702646,1.68867675076764,0.673235432070999,0.0672192596050414,0.149870427317936,0.101240097006129,0.225722459443452,1.35890679739582,1.59707631619012,0.0740601505047511,4.57214172665127,2.060307322602,0.22849474765629,0.18727971492738
"CMIG4",2007,32,"Cemig",-0.0216922863557417,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",245,113.58053334554,47311075451,20594494073,3383510124.2,11427719665,18736298759,19975898889,1517104854.2,4028394326.4,16357869821,3201543872,6403072146.8,31345496467,486254000,2651704882.1,0.000961003119737475,0.103682371155636,0.638180507460248,0.013163197103157,24.5800102583328,-0.0662257843565735,0.222198607618395,1.36766567533462,0.648383364517495,0.0852287881321027,0.18265128238174,0.0561021526875526,0.1202308557629,1.30010815236498,1.99999512822544,0.071516237835352,4.73251213020812,1.84400650904287,0.206842954567122,0.153411610945498
"CMIG4",2008,36,"Cemig",0.708996939028158,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",245,174.038621902466,44810592964,20164520887,3473872541,10692169654,16271757161,20048160282,1316337636.1,4204535702.7,17215570759,2185780076,6230793061.2,26330664612,496089000,1592108663.4,-0.0528519477345161,0.101249234591194,0.569928427074681,0.0036174288527157,24.5257103985067,-0.0208780650049426,0.2325966425842,1.3092784274973,0.610326696672723,0.0888700090331836,0.204158241896909,0.0336519229001451,0.0773074909126951,1.18933019854961,2.85060383229516,0.0775234673593997,5.15927723954065,1.56625227199648,0.201786661019294,0.168679673736407
"CMIG4",2009,40,"Cemig",0.591744834064024,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",245,131.44704469045,50943672657,24465221220,3285034584,15391853491,17405177244,20657322709,1298400149.7,7809240313.7,18134379977,1946108954.7,5828750970.2,31140018477,620165000,1653707110.5,0.136866738137726,0.102284625811184,0.731903520253538,0.0303849539524546,24.653986401602,0.213280561293804,0.227301940838819,1.62647210507958,0.643945068014239,0.174272193183737,0.387276263961947,0.0369043791013557,0.0820107316096035,1.25505378543246,2.99507946670875,0.0644836623012616,4.87860406853784,1.80855539459285,0.181149539612958,0.162911611062272
"CMIG4",2010,44,"Cemig",-0.198857802757667,0,0,6,"PN","Energia Elétrica","Geração, transmissão e distribuição de energia elétrica","Nível 1","Utilidade pública","Energia elétrica","Energia elétrica",245,92.7765544255574,55915785054,13711587803,3762579725.3,10670239623,26122284000,21434818022,1611905953.8,4965213301.4,19123261430,2788816075.2,6076839137.9,27397875139,682124000,3047558669,0.0976001952288926,0.105498590870863,0.722219692928725,0.037637757997616,24.7471125574603,-0.439547769476494,0.219678605428118,1.50387046543125,0.657998874345161,0.0974647692723376,0.202949863267167,0.0598221233384367,0.124566977817011,1.14798350233318,2.17900319491819,0.0672901171228542,4.53019396159539,1.92396698427607,0.196754080838814,0.153792998291965
